Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bewick, Darren",15,,3,18,4,1.0,,3.0,,,,,6.0,3.0,2.0,,,,,,,,
48,"Calthorpe, David",12,4,8,20,1,,,,,,,,1.0,,,,,,,,,,
38,"Denham, Sean",8,2,1,9,,,,5.0,,,,,1.0,2.0,,,,,,,,,
31,"Fletcher, Dustin",2,1,2,4,,,1.0,3.0,,,,,,1.0,,,,,,,,,
29,"Grenvold, David",6,1,5,11,,,,2.0,,,,,,2.0,,,,,,,,,
1,"Harvey, Mark",19,2,4,23,,,,1.0,,,,,1.0,2.0,,,,,,,,,
11,"Hills, Paul",5,1,9,14,,1.0,,,,,,,1.0,,,,,,,,,,
9,"Kickett, Derek",6,4,6,12,3,,,,,,,,,1.0,1.0,,,,,,,,
13,"Long, Michael",19,1,9,28,1,1.0,1.0,4.0,,,,,3.0,,,,,,,,,,
37,"Manton, Glenn",2,1,5,7,,,1.0,1.0,,,,,,1.0,,,,,,,,,
2,"Mercuri, Mark",14,4,13,27,1,1.0,2.0,1.0,,,,,,2.0,,,,,,,,,
24,"Misiti, Joe",18,3,8,26,,2.0,,1.0,,,,,4.0,,,,,,,,,,
10,"ODonnell, Gary",14,2,7,21,,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,
47,"Olarenshaw, Ricky",14,3,5,19,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Salmon, Paul",15,6,4,19,3,3.0,15.0,,,,,,4.0,3.0,,,,,,,,,
19,"Somerville, Peter",8,5,3,11,,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,
12,"Symons, Michael",8,4,6,14,2,,,1.0,,,,,1.0,2.0,,,,,,,,,
26,"Thompson, Mark",17,,8,25,,,,1.0,,,,,,,,,,,,,,,
4,"Wanganeen, Gavin",9,2,5,14,,,,1.0,,,,,3.0,1.0,3.0,,,,,,,,
32,"Watson, Tim",6,1,4,10,3,1.0,1.0,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,47,115,332,18,15.0,24.0,27.0,,,,,26.0,27.0,6.0,,,,,,,,
Opposition,Opposition,163,40,68,231,7,13.0,18.0,29.0,,,,,27.0,26.0,,,,,,,,,
