Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Anderson, Greg",16,2,3,19,,,,,,,,,1.0,,,,,,,,,,
26,"Bickley, Mark",11,4,10,21,1,,,3.0,,,,,1.0,4.0,,,,,,,,,
19,"Chalmers, Brett",1,2,2,3,,,3.0,,,,,,,1.0,,,,,,,,,
34,"Hart, Ben",14,7,6,20,,,,5.0,,,,,,1.0,,,,,,,,,
29,"Ingerson, Anthony",6,3,2,8,1,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
35,"Jameson, Rod",19,1,4,23,,,,2.0,,,,,2.0,1.0,,,,,,,,,
2,"Jarman, Andrew",6,2,3,9,,,,3.0,,,,,1.0,1.0,,,,,,,,,
31,"Kluzek, Matthew",3,,,3,,,,,,,,,,,,,,,,,,,
18,"Maynard, Rodney",12,6,9,21,2,2.0,,2.0,,,,,2.0,3.0,,,,,,,,,
10,"McDermott, Chris",14,6,15,29,,2.0,,3.0,,,,,1.0,,,,,,,,,,
11,"McGuinness, Tony",16,,2,18,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
28,"McKinnon, Martin",15,3,9,24,,,,3.0,,,,,2.0,1.0,,,,,,,,,
6,"Modra, Tony",2,,3,5,,,,,,,,,,,,,,,,,,,
16,"Pesch, Nick",6,3,8,14,,,,1.0,,,,,,1.0,,,,,,,,,
15,"Pittman, David",4,3,4,8,,,1.0,2.0,,,,,1.0,,,,,,,,,,
52,"Rehn, Shaun",11,11,15,26,,1.0,12.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,
32,"Ricciuto, Mark",7,2,4,11,,,,,,,,,1.0,1.0,,,,,,,,,
40,"Schwerdt, Stephen",1,,,1,,,,1.0,,,,,,,,,,,,,,,
7,"Smart, Nigel",8,1,2,10,,,,3.0,,,,,,2.0,,,,,,,,,
33,"Weidemann, Wayne",10,1,7,17,,1.0,,5.0,,,,,1.0,4.0,,,,,,,,,
44,"Wellman, Sean",5,1,3,8,,,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,58,111,298,5,8.0,18.0,37.0,,,,,19.0,23.0,1.0,,,,,,,,
Opposition,Opposition,220,57,103,323,13,13.0,22.0,42.0,,,,,23.0,19.0,5.0,,,,,,,,
