Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",24y 241d,60 (27-0-33 45.00%),6 (0.10),←,
26,"Bickley, Mark",32y 1d,223 (108-0-115 48.43%),67 (0.30),←,
35,"Biglands, Rhett",23y 335d,24 (11-0-13 45.83%),6 (0.25),←,
24,"Burton, Brett",23y 93d,39 (15-0-24 38.46%),42 (1.08),←,
6,"Byrne, James",23y 104d,20 (10-0-10 50.00%),3 (0.15),←,
4,"Clarke, Matthew",27y 321d,156 (72-2-82 46.79%),23 (0.15),26 (10-0-16 38.46%),4 (0.15)
9,"Edwards, Tyson",24y 364d,121 (59-0-62 48.76%),71 (0.59),←,
41,"Gallagher, James",21y 261d,7 (3-0-4 42.86%),3 (0.43),←,
36,"Goodwin, Simon",24y 222d,90 (47-0-43 52.22%),41 (0.46),←,
34,"Hart, Ben",27y 27d,219 (107-1-111 49.09%),39 (0.18),←,
3,"Jarman, Darren",34y 189d,225 (126-0-99 56.00%),376 (1.67),116 (61-0-55 52.59%),254 (2.19)
28,"Johnson, Kane",23y 143d,80 (40-0-40 50.00%),30 (0.38),←,
31,"Marsh, Ben",25y 27d,35 (19-0-16 54.29%),16 (0.46),←,
23,"McLeod, Andrew",25y 1d,141 (69-0-72 48.94%),147 (1.04),←,
22,"Perrie, Ian",22y 118d,21 (10-0-11 47.62%),18 (0.86),←,
32,"Ricciuto, Mark",26y 58d,189 (88-1-100 46.83%),131 (0.69),←,
12,"Shirley, Robert",21y 57d,14 (4-0-10 28.57%),,←,
7,"Smart, Nigel",32y 76d,223 (107-1-115 48.21%),106 (0.48),←,
20,"Stenglein, Tyson",21y 20d,37 (18-0-19 48.65%),5 (0.14),←,
19,"Stevens, Mark",25y 284d,82 (45-0-37 54.88%),49 (0.60),61 (29-0-32 47.54%),29 (0.48)
30,"Vardy, Peter",25y 191d,93 (47-0-46 50.54%),150 (1.61),←,
17,"Welsh, Scott",22y 241d,71 (41-0-30 57.75%),93 (1.31),35 (15-0-20 42.86%),63 (1.80)
Totals,Totals,25y 137d,2170 (1073-5-1092 49.45%),1422 (0.66),,
C,"Ayres, Gary",40y 311d,156 (83-1-72 53.53%),,40 (18-0-22 45.00%),
