Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",16,1,11,27,,1.0,,,,,,,1.0,3.0,,,,,,,,,
35,"Baxter, Darren",7,1,3,10,,,,,,,,,1.0,,,,,,,,,,
18,"Cameron, Leon",18,8,6,24,,2.0,,,,,,,1.0,1.0,,,,,,,,,
1,"Charles, Justin",6,6,4,10,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,
20,"Coleman, Glenn",9,9,6,15,2,1.0,,,,,,,,,,,,,,,,,
22,"Cullen, Mark",8,3,8,16,1,2.0,,3.0,,,,,,1.0,,,,,,,,,
26,"Del-Re, Danny",4,3,2,6,1,,,,,,,,,2.0,,,,,,,,,
12,"Eppelstun, Greg",6,1,4,10,,,,1.0,,,,,,1.0,,,,,,,,,
45,"Ford, Michael",6,2,4,10,,,,,,,,,,,,,,,,,,,
32,"Foster, Peter",11,5,6,17,,,,,,,,,,2.0,,,,,,,,,
7,"Hawkins, Doug",11,9,3,14,3,2.0,,,,,,,1.0,2.0,,,,,,,,,
10,"Hunter, Mark",11,3,3,14,,,,1.0,,,,,3.0,2.0,,,,,,,,,
4,"Kellett, Nigel",13,2,8,21,,,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",13,4,7,20,3,1.0,,1.0,,,,,1.0,,,,,,,,,,
31,"Krakouer, Phil",2,1,,2,,1.0,,,,,,,,,,,,,,,,,
39,"Liberatore, Tony",12,2,20,32,1,,,1.0,,,,,,4.0,2.0,,,,,,,,
27,"Macpherson, Stephen",23,3,7,30,1,1.0,,1.0,,,,,2.0,3.0,,,,,,,,,
33,"Royal, Brian",16,5,6,22,5,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
24,"Wallis, Stephen",7,3,8,15,,,,1.0,,,,,2.0,,,,,,,,,,
15,"Wynd, Scott",6,9,14,20,,,11.0,1.0,,,,,3.0,2.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,80,130,335,17,16.0,13.0,13.0,,,,,17.0,27.0,5.0,,,,,,,,
Opposition,Opposition,215,77,80,295,16,11.0,14.0,26.0,,,,,29.0,17.0,1.0,,,,,,,,
