Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bruce, Cameron",5,4,7,12,,,,,2.0,1.0,1.0,,1.0,,,6.0,6.0,1.0,1.0,1.0,,,
33,"Farmer, Jeff",14,8,,14,5,2.0,,,,3.0,1.0,2.0,1.0,3.0,1.0,7.0,6.0,3.0,7.0,1.0,,,
21,"Febey, Steven",12,2,12,24,,,,2.0,5.0,1.0,3.0,,1.0,,,7.0,15.0,,,,,,
18,"Green, Brad",8,3,1,9,4,2.0,,,,2.0,,,1.0,,,3.0,5.0,1.0,2.0,,,,
4,"Grgic, Brent",9,4,5,14,3,,,2.0,,5.0,1.0,2.0,1.0,1.0,,6.0,8.0,,1.0,,1.0,,
27,"Ingerson, Anthony",3,1,4,7,,,,2.0,3.0,,,,1.0,,,6.0,2.0,,,1.0,,,
36,"Leoncelli, Andrew",8,3,8,16,,,,3.0,,,6.0,1.0,,1.0,3.0,5.0,10.0,,,1.0,1.0,,
35,"McDonald, Anthony",14,3,7,21,,1.0,,3.0,2.0,4.0,2.0,1.0,3.0,,,14.0,8.0,,,1.0,1.0,,
23,"McDonald, James",6,1,9,15,1,,,2.0,1.0,4.0,2.0,,1.0,1.0,,7.0,10.0,,,,,,
9,"Neitz, David",7,4,2,9,1,1.0,,2.0,3.0,1.0,,1.0,,1.0,,7.0,2.0,2.0,2.0,,,,
44,"Nicholson, Alistair",4,4,5,9,,,5.0,1.0,1.0,2.0,1.0,,1.0,,,4.0,4.0,2.0,,1.0,,,
7,"Powell, Stephen",15,1,5,20,3,1.0,,,2.0,6.0,1.0,2.0,1.0,,,8.0,11.0,,,,,,
43,"Rigoni, Guy",19,4,7,26,,,,1.0,4.0,5.0,3.0,4.0,,1.0,,7.0,19.0,,,1.0,1.0,,
24,"Robertson, Russell",13,9,3,16,4,4.0,,,,4.0,3.0,2.0,1.0,2.0,,8.0,8.0,3.0,5.0,1.0,,,
5,"Schwarz, David",5,2,2,7,1,,,2.0,1.0,3.0,1.0,,1.0,,,3.0,4.0,,,2.0,,,
10,"Seecamp, Marcus",,,,,,,,,,,,,,1.0,,,,,,,,,
46,"Simmonds, Troy",2,1,3,5,,,6.0,,1.0,,2.0,,,1.0,,2.0,2.0,,,,,,
42,"Walsh, Peter",9,6,6,15,,,,2.0,3.0,1.0,1.0,3.0,1.0,,,5.0,11.0,,,2.0,6.0,,
45,"Whelan, Matthew",13,3,2,15,,,,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,4.0,9.0,,,,,,
34,"White, Jeff",9,10,7,16,,,18.0,1.0,,1.0,4.0,1.0,2.0,,,9.0,7.0,3.0,,,1.0,,
22,"Woewodin, Shane",22,7,7,29,1,3.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,8.0,19.0,,2.0,2.0,,,
13,"Yze, Adem",20,4,7,27,2,,,3.0,3.0,9.0,2.0,3.0,,1.0,,7.0,16.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,84,109,326,25,15.0,30.0,29.0,38.0,57.0,38.0,27.0,21.0,16.0,6.0,133.0,182.0,15.0,20.0,15.0,11.0,,
Opposition,Opposition,187,76,89,276,11,9.0,31.0,33.0,22.0,54.0,38.0,41.0,16.0,21.0,,128.0,151.0,21.0,9.0,20.0,11.0,,
