Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
16,"Brown, Nathan",19y 188d,13 (7-0-6 53.85%),3 (0.23),←,
40,"Bryan, Chris",26y 108d,34 (13-1-20 39.71%),18 (0.53),18 (10-0-8 55.56%),9 (0.50)
17,"Burns, Scott",33y 182d,256 (116-1-139 45.51%),149 (0.58),←,
18,"Clarke, Martin",20y 222d,23 (13-0-10 56.52%),6 (0.26),←,
4,"Didak, Alan",25y 128d,133 (74-0-59 55.64%),189 (1.42),←,
38,"Goldsack, Tyson",21y 31d,23 (11-0-12 47.83%),1 (0.04),←,
26,"Johnson, Ben",27y 78d,167 (88-0-79 52.69%),49 (0.29),←,
24,"Lockyer, Tarkyn",28y 236d,180 (86-0-94 47.78%),105 (0.58),←,
8,"Lumumba, Heritier",21y 220d,49 (28-0-21 57.14%),3 (0.06),←,
5,"Maxwell, Nick",25y 19d,84 (45-0-39 53.57%),19 (0.23),←,
7,"Medhurst, Paul",26y 194d,129 (67-0-62 51.94%),225 (1.74),30 (17-0-13 56.67%),59 (1.97)
11,"OBree, Shane",29y 99d,205 (102-0-103 49.76%),78 (0.38),186 (93-0-93 50.00%),75 (0.40)
10,"Pendlebury, Scott",20y 167d,44 (24-0-20 54.55%),31 (0.70),←,
20,"Reid, Ben",19y 54d,6 (1-0-5 16.67%),2 (0.33),←,
23,"Rocca, Anthony",30y 312d,238 (116-0-122 48.74%),411 (1.73),216 (105-0-111 48.61%),400 (1.85)
39,"Shaw, Heath",22y 208d,66 (36-0-30 54.55%),16 (0.24),←,
22,"Shaw, Rhyce",26y 250d,87 (45-0-42 51.72%),18 (0.21),←,
36,"Swan, Dane",24y 118d,89 (46-0-43 51.69%),48 (0.54),←,
13,"Thomas, Dale",21y 1d,54 (31-0-23 57.41%),45 (0.83),←,
34,"Toovey, Alan",21y 91d,13 (7-0-6 53.85%),4 (0.31),←,
21,"Wellingham, Sharrod",19y 351d,7 (5-0-2 71.43%),2 (0.29),←,
19,"Wood, Cameron",21y 110d,25 (7-0-18 28.00%),4 (0.16),9 (4-0-5 44.44%),4 (0.44)
Totals,Totals,24y 70d,1925 (968-2-955 50.29%),1426 (0.74),,
C,"Malthouse, Mick",54y 310d,577 (322-4-251 56.15%),,199 (99-0-100 49.75%),
