Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
16,"Brown, Leigh",22y 68d,91 (33-1-57 36.81%),38 (0.42),28 (14-1-13 51.79%),18 (0.64)
25,"Clayton, Jeremy",23y 82d,7 (4-0-3 57.14%),6 (0.86),←,
2,"Colbert, Leigh",28y 329d,176 (100-2-74 57.39%),63 (0.36),71 (38-1-32 54.23%),13 (0.18)
24,"Firrito, Michael",20y 156d,8 (4-0-4 50.00%),2 (0.25),←,
6,"Grant, Shannon",27y 12d,198 (115-2-81 58.59%),219 (1.11),140 (83-1-56 59.64%),181 (1.29)
31,"Hale, David",19y 345d,6 (1-0-5 16.67%),2 (0.33),←,
4,"Harris, Daniel",21y 357d,31 (16-1-14 53.23%),8 (0.26),←,
29,"Harvey, Brent",25y 353d,156 (94-1-61 60.58%),188 (1.21),←,
22,"Jones, Chad",19y 321d,1 (0-0-1 0.00%),,←,
21,"Jones, Corey",23y 65d,44 (20-0-24 45.45%),47 (1.07),←,
34,"King, David",32y 55d,225 (138-1-86 61.56%),138 (0.61),←,
35,"Makepeace, Troy",25y 56d,89 (46-1-42 52.25%),20 (0.22),←,
5,"McKernan, Corey",30y 134d,229 (128-0-101 55.90%),300 (1.31),188 (122-0-66 64.89%),240 (1.28)
19,"Motlop, Daniel",22y 46d,28 (10-1-17 37.50%),31 (1.11),←,
20,"Petrie, Drew",21y 199d,47 (22-1-24 47.87%),45 (0.96),←,
3,"Rawlings, Brady",22y 326d,76 (44-0-32 57.89%),32 (0.42),←,
32,"Sansbury, Eddie",20y 157d,6 (3-0-3 50.00%),,←,
7,"Simpson, Adam",28y 75d,186 (116-1-69 62.63%),64 (0.34),←,
9,"Sinclair, Jess",25y 249d,106 (37-1-68 35.38%),53 (0.50),56 (24-1-31 43.75%),27 (0.48)
12,"Stevens, Michael",23y 176d,27 (13-0-14 48.15%),4 (0.15),10 (5-0-5 50.00%),1 (0.10)
36,"Watt, Shannon",23y 157d,54 (27-1-26 50.93%),4 (0.07),←,
8,"Wells, Daniel",19y 88d,24 (13-1-10 56.25%),14 (0.58),←,
Totals,Totals,23y 356d,1815 (984-15-816 54.21%),1278 (0.70),,
C,"Laidley, Dani",37y 35d,28 (14-1-13 51.79%),,←,
