Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Barlow, Michael",16,5,10,26,1,1.0,,3.0,2.0,2.0,3.0,3.0,1.0,1.0,,13.0,15.0,,1.0,2.0,,1.0,86.0
17,"Crozier, Hayden",7,4,5,12,2,,,5.0,1.0,2.0,,1.0,2.0,,,2.0,11.0,,,2.0,1.0,,87.0
9 ↑,"de Boer, Matt",,1,4,4,,,,,,,,2.0,,2.0,,3.0,1.0,,,,,,28.0
7,"Fyfe, Nat",12,4,13,25,1,1.0,,10.0,3.0,1.0,6.0,3.0,2.0,2.0,2.0,14.0,12.0,,1.0,4.0,,,83.0
12,"Griffin, Jonathon",5,4,7,12,,,10.0,4.0,,3.0,,1.0,2.0,,,7.0,6.0,1.0,1.0,1.0,,1.0,81.0
32,"Hill, Stephen",19,2,5,24,1,,,4.0,2.0,7.0,4.0,5.0,1.0,,,7.0,17.0,,1.0,2.0,1.0,,79.0
5,"Ibbotson, Garrick",10,4,8,18,,,1.0,3.0,3.0,1.0,,5.0,1.0,3.0,,4.0,14.0,,,2.0,,1.0,99.0
23,"Mayne, Chris",7,9,6,13,1,2.0,,3.0,,,,5.0,1.0,2.0,,2.0,10.0,1.0,2.0,,,,90.0
18,"McPharlin, Luke",6,3,6,12,,,,2.0,4.0,,,2.0,,1.0,,4.0,7.0,1.0,,10.0,,,100.0
16,"Mundy, David",9,3,19,28,1,,1.0,6.0,3.0,1.0,6.0,3.0,2.0,2.0,3.0,10.0,18.0,,1.0,,1.0,,79.0
27,"Neale, Lachie",6,2,10,16,,,,5.0,,2.0,,1.0,,1.0,,5.0,11.0,,,1.0,,,74.0
29,"Pavlich, Matthew",10,2,6,16,3,,,2.0,,4.0,2.0,5.0,1.0,4.0,,6.0,8.0,1.0,,1.0,,1.0,91.0
25,"Pearce, Alex",5,3,4,9,,,,1.0,3.0,,,,,,,3.0,6.0,,,7.0,,,96.0
46,"Pearce, Clancee",1,1,7,8,,,,5.0,1.0,,,4.0,,1.0,,,8.0,,,1.0,,,70.0
6,"Pearce, Danyle",13,2,5,18,,2.0,,2.0,,6.0,4.0,1.0,1.0,,,8.0,10.0,,,,,,80.0
31,"Sandilands, Aaron",1,4,9,10,,,34.0,3.0,,,1.0,1.0,1.0,1.0,,5.0,6.0,1.0,,2.0,,1.0,85.0
11,"Sheridan, Tom",11,6,10,21,1,1.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,,,6.0,15.0,,1.0,1.0,1.0,,88.0
34,"Spurr, Lee",3,2,5,8,,,,3.0,2.0,,,2.0,,2.0,,1.0,7.0,,,1.0,,,95.0
8,"Suban, Nick",12,2,4,16,,,,10.0,3.0,4.0,3.0,,1.0,,,5.0,11.0,,,1.0,,,78.0
33,"Sutcliffe, Cam",4,4,6,10,,,,3.0,2.0,,,1.0,,,,3.0,9.0,,,2.0,,,93.0
20 ↓,"Taberner, Matthew",5,4,2,7,1,,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,3.0,5.0,1.0,1.0,1.0,,1.0,52.0
10,"Walters, Michael",8,2,4,12,,,,1.0,1.0,5.0,2.0,1.0,1.0,,,7.0,6.0,2.0,,2.0,,2.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,170,73,155,325,12,10.0,49.0,78.0,38.0,41.0,33.0,49.0,18.0,24.0,5.0,118.0,213.0,8.0,9.0,43.0,4.0,8.0,
Opposition,Opposition,216,107,131,347,10,18.0,34.0,67.0,26.0,52.0,34.0,39.0,24.0,18.0,1.0,136.0,210.0,6.0,10.0,36.0,6.0,5.0,
