North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Anthony, Liam",14.0,5.0,14.0,28.0,,1.0,,2.0,,4.0,,2.0,,,,4.0,24.0,,,,,1.0,72.0
11,"Firrito, Michael",9.0,6.0,14.0,23.0,,,1.0,6.0,4.0,3.0,3.0,3.0,1.0,1.0,,8.0,15.0,1.0,,1.0,1.0,1.0,85.0
32,"Garlett, Cruize",5.0,1.0,4.0,9.0,1.0,1.0,,5.0,,4.0,1.0,2.0,,2.0,,4.0,5.0,1.0,1.0,1.0,,2.0,87.0
38,"Gibson, Josh",12.0,6.0,11.0,23.0,,,,2.0,7.0,2.0,,3.0,,2.0,,6.0,17.0,1.0,,5.0,1.0,,94.0
17,"Grima, Nathan",9.0,4.0,9.0,18.0,,,,1.0,3.0,,,2.0,,1.0,,9.0,8.0,2.0,,7.0,,,98.0
31,"Hale, David",6.0,5.0,1.0,7.0,1.0,,5.0,5.0,,2.0,,,,,,2.0,5.0,1.0,1.0,3.0,,,88.0
6,"Hansen, Lachlan",7.0,5.0,4.0,11.0,1.0,2.0,,,,3.0,1.0,,,,,4.0,7.0,2.0,1.0,,,1.0,77.0
39,"Harding, Leigh",12.0,4.0,7.0,19.0,3.0,,,6.0,2.0,4.0,4.0,1.0,2.0,,,8.0,9.0,1.0,,2.0,2.0,,84.0
4,"Harris, Daniel",6.0,2.0,9.0,15.0,,,,4.0,1.0,2.0,2.0,3.0,1.0,2.0,,6.0,10.0,1.0,,2.0,,,63.0
29,"Harvey, Brent",16.0,8.0,12.0,28.0,,3.0,,1.0,,3.0,1.0,1.0,2.0,,,10.0,19.0,,1.0,1.0,3.0,2.0,82.0
21,"Jones, Corey",8.0,5.0,4.0,12.0,1.0,3.0,,1.0,,1.0,,1.0,,,,7.0,5.0,1.0,2.0,4.0,,1.0,87.0
1,"McIntosh, Hamish",7.0,7.0,14.0,21.0,1.0,,20.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,,8.0,13.0,1.0,,2.0,,,88.0
42,"McMahon, Scott",11.0,4.0,4.0,15.0,,,,3.0,5.0,,,,2.0,,,5.0,9.0,1.0,,8.0,3.0,,89.0
20,"Petrie, Drew",11.0,8.0,7.0,18.0,3.0,,,4.0,2.0,1.0,1.0,,1.0,,,4.0,13.0,1.0,3.0,2.0,,,91.0
30,"Pratt, Daniel",7.0,,10.0,17.0,,,,,3.0,2.0,1.0,1.0,,,,8.0,9.0,,,,,1.0,87.0
3,"Rawlings, Brady",6.0,4.0,16.0,22.0,,,,,5.0,,,1.0,1.0,,,4.0,19.0,,,1.0,,,95.0
15,"Ross, Ben",12.0,4.0,13.0,25.0,,2.0,,1.0,3.0,8.0,1.0,5.0,2.0,2.0,,5.0,23.0,,,,3.0,,82.0
7,"Simpson, Adam",8.0,6.0,9.0,17.0,,,2.0,7.0,1.0,3.0,4.0,3.0,,,,7.0,10.0,1.0,,1.0,,,87.0
9,"Swallow, Andrew",11.0,4.0,13.0,24.0,1.0,1.0,,7.0,,4.0,6.0,3.0,3.0,1.0,,12.0,13.0,,,1.0,,,91.0
16,"Thompson, Scott",6.0,5.0,9.0,15.0,,,,2.0,3.0,1.0,,,2.0,,,6.0,9.0,2.0,,1.0,,,97.0
14,"Urquhart, Gavin",8.0,1.0,5.0,13.0,,1.0,,1.0,2.0,3.0,1.0,1.0,,,,2.0,11.0,,,5.0,4.0,,71.0
35,"Warren, Ben",,,,,,,,,,,,,,,,,,,,,,,6.0
Totals,Totals,191.0,94.0,189.0,380.0,12.0,14.0,28.0,59.0,42.0,52.0,29.0,36.0,19.0,13.0,,129.0,253.0,17.0,9.0,47.0,17.0,9.0,
Opposition,Opposition,236.0,114.0,199.0,435.0,17.0,6.0,32.0,65.0,38.0,62.0,37.0,45.0,13.0,19.0,6.0,134.0,297.0,16.0,13.0,46.0,17.0,9.0,
