Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",23y 119d,105 (56-0-49 53.33%),101 (0.96),←,
12,"Cordy, Zaine",22y 147d,49 (26-0-23 53.06%),10 (0.20),←,
9,"Crozier, Hayden",25y 89d,87 (39-0-48 44.83%),45 (0.52),18 (8-0-10 44.44%),1 (0.06)
35,"Daniel, Caleb",22y 259d,75 (41-0-34 54.67%),26 (0.35),←,
29,"Dickson, Tory",31y 178d,97 (48-0-49 49.48%),157 (1.62),←,
5,"Dunkley, Josh",22y 73d,44 (25-0-19 56.82%),25 (0.57),←,
15,"Duryea, Taylor",27y 333d,119 (83-1-35 70.17%),22 (0.18),1 (1-0-0 100.00%),1 (1.00)
44,"English, Tim",21y 225d,10 (5-0-5 50.00%),1 (0.10),←,
26,"Gowers, Billy",22y 286d,21 (8-0-13 38.10%),28 (1.33),←,
7,"Hunter, Lachie",24y 100d,106 (54-0-52 50.94%),52 (0.49),←,
21,"Liberatore, Tom",26y 311d,118 (51-0-67 43.22%),39 (0.33),←,
22,"Lloyd, Sam",29y 20d,58 (31-0-27 53.45%),71 (1.22),1 (1-0-0 100.00%),2 (2.00)
11,"Macrae, Jack",24y 232d,119 (60-0-59 50.42%),29 (0.24),←,
16,"McLean, Toby",23y 51d,61 (33-0-28 54.10%),40 (0.66),←,
33,"Naughton, Aaron",19y 113d,19 (9-0-10 47.37%),5 (0.26),←,
20,"Richards, Ed",19y 263d,22 (9-0-13 40.91%),9 (0.41),←,
13,"Schache, Josh",21y 214d,41 (8-0-33 19.51%),43 (1.05),14 (5-0-9 35.71%),18 (1.29)
6,"Smith, Bailey",18y 106d,1 (1-0-0 100.00%),,←,
1,"Suckling, Matt",30y 241d,153 (104-0-49 67.97%),72 (0.47),51 (29-0-22 56.86%),21 (0.41)
3,"Wallis, Mitch",26y 150d,124 (57-0-67 45.97%),68 (0.55),←,
34,"Williams, Bailey",21y 164d,33 (15-0-18 45.45%),7 (0.21),←,
10,"Wood, Easton",29y 200d,138 (72-0-66 52.17%),18 (0.13),←,
Totals,Totals,24y 110d,1600 (835-1-764 52.19%),868 (0.54),,
C,"Beveridge, Luke",48y 212d,94 (53-0-41 56.38%),,←,
