Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",6,1,9,15,1,,,,,,,,,1.0,,,,,,,,,
22,"Bamford, Scott",5,2,3,8,,,,1.0,,,,,,,,,,,,,,,
5,"Barker, John",14,10,9,23,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
1,"Boyd, Brad",9,5,11,20,,1.0,2.0,1.0,,,,,,,,,,,,,,,
30,"Carter, Nick",,,,,,,,,,,,,,,,,,,,,,,
27,"Chandler, Brett",6,2,14,20,,,,1.0,,,,,1.0,,,,,,,,,,
40,"Clayton, Shane",5,,3,8,,1.0,,,,,,,3.0,,,,,,,,,,
31,"Dent, Matthew",6,3,16,22,,,,1.0,,,,,,1.0,,,,,,,,,
28,"Doyle, Peter",1,,,1,,,,,,,,,,,,,,,,,,,
17,"Hawking, Simon",8,4,1,9,1,,,,,,,,2.0,,,,,,,,,,
10,"Hogg, Jeff",3,1,2,5,,,,,,,,,,,,,,,,,,,
2,"Johnson, Chris",8,4,6,14,,2.0,,3.0,,,,,,1.0,,,,,,,,,
25,"McCarthy, John",8,4,7,15,2,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
7,"Molloy, Jarrod",14,7,8,22,,,,2.0,,,,,1.0,1.0,,,,,,,,,
34,"Morton, Danny",4,1,1,5,,,,,,,,,,,,,,,,,,,
4,"Paxman, Stephen",5,2,5,10,,,1.0,1.0,,,,,,1.0,,,,,,,,,
8,"Pike, Martin",9,4,8,17,1,,,1.0,,,,,,1.0,,,,,,,,,
12,"Primus, Matthew",10,3,4,14,1,,21.0,1.0,,,,,3.0,4.0,,,,,,,,,
37,"Rombotis, John",6,1,5,11,,,,,,,,,,2.0,,,,,,,,,
33,"Warfe, Rowan",6,1,5,11,,,,,,,,,2.0,1.0,,,,,,,,,
39,"Warry, Marty",9,3,2,11,4,3.0,,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,142,58,119,261,10,11.0,25.0,17.0,,,,,14.0,16.0,,,,,,,,,
Opposition,Opposition,181,85,123,304,24,13.0,36.0,31.0,,,,,16.0,14.0,6.0,,,,,,,,
