Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brownless, Bill",11,6,4,15,2,3.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
19,"Bruns, Neville",14,3,,14,,,,,,,,,1.0,,,,,,,,,,
13,"Cameron, Gary",11,1,8,19,1,,,,,,,,1.0,1.0,,,,,,,,,
7,"Couch, Paul",9,1,7,16,1,,1.0,,,,,,2.0,2.0,,,,,,,,,
17,"Exell, Gavin",5,2,3,8,3,1.0,,,,,,,1.0,2.0,,,,,,,,,
14,"Flanigan, Darren",10,4,3,13,1,1.0,39.0,,,,,,,1.0,2.0,,,,,,,,
4,"Fletcher, Adrian",18,3,9,27,,,,1.0,,,,,,1.0,1.0,,,,,,,,
39,"Hinkley, Ken",5,2,5,10,2,2.0,,1.0,,,,,,3.0,,,,,,,,,
32,"Hocking, Garry",7,,18,25,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
1,"Hocking, Steve",6,3,7,13,,,,1.0,,,,,,4.0,,,,,,,,,
12,"Malakellis, Spiro",10,,4,14,,2.0,,1.0,,,,,3.0,1.0,,,,,,,,,
38,"McCrabb, Austin",11,2,1,12,,,,3.0,,,,,1.0,3.0,,,,,,,,,
11,"Morgan, Darren",9,3,1,10,,,,,,,,,1.0,1.0,,,,,,,,,
24,"Poole, Trevor",13,5,2,15,1,,,3.0,,,,,2.0,2.0,,,,,,,,,
20,"Rogers, Andrew",11,5,1,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Russell, Dwayne",6,,1,7,,,,,,,,,5.0,3.0,,,,,,,,,
23,"Schulze, Michael",5,2,4,9,,1.0,4.0,1.0,,,,,,2.0,,,,,,,,,
8,"Scott, Robert",,,1,1,,,,,,,,,,,,,,,,,,,
9,"Sterrett, Ray",4,1,3,7,,,1.0,,,,,,1.0,,,,,,,,,,
26,"Stoneham, Barry",11,4,4,15,2,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,47,86,262,13,15.0,46.0,17.0,,,,,23.0,31.0,3.0,,,,,,,,
Opposition,Opposition,186,37,103,289,16,16.0,30.0,23.0,,,,,31.0,23.0,3.0,,,,,,,,
