West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
16,"Adkins, Damien",23y 226d,45 (23-0-22 51.11%),27 (0.60),23 (14-0-9 60.87%),19 (0.83)
6,"Banfield, Drew",30y 177d,224 (126-3-95 56.92%),70 (0.31),←,
10,"Braun, Michael",26y 151d,135 (64-2-69 48.15%),45 (0.33),←,
26,"Butler, Sam",18y 221d,10 (7-0-3 70.00%),1 (0.10),←,
17,"Chick, Daniel",28y 194d,183 (93-4-86 51.91%),177 (0.97),34 (19-2-13 58.82%),18 (0.53)
20,"Cox, Dean",23y 21d,76 (35-1-40 46.71%),23 (0.30),←,
32,"Embley, Andrew",23y 56d,89 (41-1-47 46.63%),84 (0.94),←,
7,"Fletcher, Chad",24y 358d,96 (42-3-51 45.31%),46 (0.48),←,
23,"Glass, Darren",23y 100d,69 (29-2-38 43.48%),4 (0.06),←,
39,"Hunter, Adam",23y 65d,61 (28-2-31 47.54%),11 (0.18),←,
3,"Judd, Chris",20y 349d,66 (34-2-30 53.03%),72 (1.09),←,
4,"Kerr, Daniel",21y 98d,83 (37-2-44 45.78%),57 (0.69),←,
21,"Lynch, Quinten",21y 211d,31 (16-0-15 51.61%),22 (0.71),←,
33,"Matera, Phillip",28y 269d,158 (75-3-80 48.42%),349 (2.21),←,
2,"McDougall, Andrew",21y 54d,31 (18-0-13 58.06%),42 (1.35),←,
5,"Morrison, Chad",26y 146d,146 (76-1-69 52.40%),87 (0.60),←,
28,"Sampi, Ashley",20y 214d,45 (22-2-21 51.11%),63 (1.40),←,
14,"Seaby, Mark",20y 113d,15 (10-0-5 66.67%),12 (0.80),←,
41,"Staker, Brent",20y 91d,22 (11-1-10 52.27%),9 (0.41),←,
22,"Waters, Beau",18y 145d,10 (7-0-3 70.00%),,←,
44,"Wirrpanda, David",25y 19d,125 (60-3-62 49.20%),60 (0.48),←,
13,"Wooden, Josh",25y 282d,91 (43-0-48 47.25%),16 (0.18),←,
Totals,Totals,23y 162d,1811 (897-32-882 49.53%),1277 (0.71),,
C,"Worsfold, John",35y 332d,67 (35-2-30 53.73%),,←,
