North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",24y 57d,54 (25-1-28 47.22%),42 (0.78),←,
18,"Atley, Shaun",19y 263d,26 (11-0-15 42.31%),4 (0.15),←,
3,"Bastinac, Ryan",20y 346d,44 (22-0-22 50.00%),16 (0.36),←,
35,"Black, Aaron",21y 186d,3 (2-0-1 66.67%),4 (1.33),←,
10,"Cunnington, Ben",20y 338d,44 (20-0-24 45.45%),13 (0.30),←,
31,"Delaney, Cameron",19y 349d,5 (2-0-3 40.00%),,←,
15,"Delaney, Luke",22y 344d,16 (8-0-8 50.00%),,←,
27,"Edwards, Aaron",28y 92d,82 (43-1-38 53.05%),124 (1.51),78 (39-1-38 50.64%),122 (1.56)
11,"Firrito, Michael",28y 188d,180 (86-2-92 48.33%),27 (0.15),←,
32,"Garlett, Cruize",23y 88d,27 (12-0-15 44.44%),5 (0.19),←,
22,"Goldstein, Todd",23y 337d,66 (31-1-34 47.73%),36 (0.55),←,
24,"Greenwood, Levi",23y 104d,45 (22-1-22 50.00%),9 (0.20),←,
17,"Grima, Nathan",26y 302d,45 (22-1-22 50.00%),,←,
23,"Harper, Kieran",19y 353d,24 (12-0-12 50.00%),22 (0.92),←,
29,"Harvey, Brent",34y 19d,333 (177-3-153 53.60%),387 (1.16),←,
34,"Macmillan, Jamie",20y 253d,23 (12-0-11 52.17%),10 (0.43),←,
20,"Petrie, Drew",29y 231d,209 (97-3-109 47.13%),224 (1.07),←,
9,"Swallow, Andrew",25y,116 (51-1-64 44.40%),60 (0.52),←,
16,"Thompson, Scott",26y 24d,82 (32-2-48 40.24%),3 (0.04),←,
8,"Wells, Daniel",27y 120d,180 (89-2-89 50.00%),109 (0.61),←,
19,"Wright, Sam",21y 323d,41 (18-0-23 43.90%),43 (1.05),←,
7,"Ziebell, Jack",21y 95d,53 (23-0-30 43.40%),17 (0.32),←,
Totals,Totals,24y 35d,1698 (817-18-863 48.12%),1155 (0.68),,
C,"Scott, Brad",36y 30d,54 (25-0-29 46.30%),,←,
