Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
17,"Chick, Daniel",23y 129d,73 (31-2-40 43.84%),86 (1.18),←,
23,"Collica, Michael",21y 345d,12 (5-1-6 45.83%),2 (0.17),←,
9,"Crawford, Shane",24y 283d,126 (59-2-65 47.62%),89 (0.71),←,
24,"Croad, Trent",19y 102d,29 (12-1-16 43.10%),11 (0.38),←,
19,"Dixon, Ben",22y 5d,41 (19-1-21 47.56%),54 (1.32),←,
34,"Graham, Mark",26y 98d,111 (48-2-61 44.14%),36 (0.32),←,
5,"Harford, Daniel",22y 92d,86 (35-1-50 41.28%),36 (0.42),←,
3,"Hay, Jonathan",19y 310d,33 (10-1-22 31.82%),3 (0.09),←,
2,"Holland, Nick",24y 325d,89 (36-2-51 41.57%),116 (1.30),←,
14,"Krummel, Brendan",26y 360d,70 (31-1-38 45.00%),48 (0.69),60 (25-1-34 42.50%),45 (0.75)
37,"Lekkas, Angelo",22y 355d,59 (22-1-36 38.14%),12 (0.20),←,
15,"Lord, Aaron",23y 333d,87 (43-2-42 50.57%),90 (1.03),55 (20-1-34 37.27%),71 (1.29)
7,"McCabe, Luke",22y 313d,62 (27-1-34 44.35%),4 (0.06),←,
10,"Robran, Jonathon",26y 241d,68 (28-1-39 41.91%),5 (0.07),←,
32,"Rock, Anthony",28y 263d,184 (111-1-72 60.60%),141 (0.77),6 (3-1-2 58.33%),3 (0.50)
4,"Salmon, Paul",34y 150d,280 (152-4-124 55.00%),542 (1.94),71 (29-2-40 42.25%),33 (0.46)
11,"Smith, Joel",22y 47d,67 (33-1-33 50.00%),54 (0.81),9 (4-1-4 50.00%),3 (0.33)
6,"Taylor, Richard",25y 340d,86 (36-2-48 43.02%),36 (0.42),←,
16,"Thompson, Nathan",21y 125d,10 (5-1-4 55.00%),6 (0.60),←,
22,"Turvey, Nathan",21y 245d,4 (3-0-1 75.00%),,←,
21,"Vandenberg, Richard",22y 156d,10 (3-1-6 35.00%),2 (0.20),←,
30,"Woods, Tony",29y 352d,125 (52-2-71 42.40%),26 (0.21),94 (36-2-56 39.36%),16 (0.17)
Totals,Totals,24y 110d,1712 (801-31-880 46.79%),1399 (0.82),,
C,"Judge, Ken",41y 155d,79 (32-2-45 41.77%),,←,
