Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",14,7,11,25,,,,2.0,8.0,2.0,,1.0,1.0,,,9.0,15.0,3.0,,9.0,3.0,1.0,100.0
16,"Bowden, Patrick",8,5,7,15,,2.0,,,1.0,2.0,2.0,3.0,,,,2.0,13.0,,2.0,,,,72.0
24,"Coughlan, Mark",13,5,9,22,,1.0,,3.0,1.0,3.0,4.0,2.0,1.0,1.0,,10.0,11.0,1.0,,5.0,4.0,,83.0
3,"Deledio, Brett",13,7,7,20,,,,4.0,2.0,6.0,5.0,1.0,,,,6.0,14.0,,,,3.0,1.0,86.0
41,"Foley, Nathan",4,,6,10,1,,,3.0,,2.0,1.0,2.0,,1.0,,6.0,4.0,,,,,,45.0
20,"Hall, Ray",5,5,6,11,,,,,3.0,1.0,,4.0,3.0,1.0,,8.0,6.0,1.0,,4.0,,,100.0
33,"Hartigan, Brent",10,6,1,11,,,,1.0,,6.0,1.0,3.0,,2.0,,4.0,7.0,1.0,,1.0,3.0,,87.0
34,"Hughes, Cleve",3,2,3,6,,1.0,,1.0,,1.0,,1.0,2.0,,,4.0,2.0,,2.0,,,,56.0
31,"Hyde, Chris",15,9,7,22,2,1.0,,,1.0,7.0,3.0,4.0,,1.0,3.0,6.0,16.0,,2.0,,,,76.0
17,"Johnson, Kane",5,1,5,10,,,,,1.0,1.0,1.0,1.0,,,,2.0,7.0,,,1.0,,1.0,74.0
39,"Kellaway, Andrew",14,6,2,16,,,,,6.0,2.0,,1.0,2.0,1.0,,3.0,12.0,,,3.0,3.0,1.0,93.0
27,"Krakouer, Andrew",11,3,4,15,2,1.0,,,,2.0,,3.0,,1.0,,3.0,9.0,,2.0,,,,80.0
1,"Newman, Chris",9,6,5,14,,,,2.0,4.0,2.0,,1.0,,,,2.0,12.0,,,2.0,4.0,,100.0
15,"Pettifer, Kayne",15,7,6,21,2,1.0,,1.0,,8.0,,5.0,,2.0,,2.0,17.0,,1.0,,,2.0,92.0
4,"Raines, Andrew",11,5,12,23,,,,2.0,1.0,2.0,,3.0,1.0,,,8.0,16.0,,,,1.0,,100.0
12,"Richardson, Matthew",17,12,7,24,3,5.0,,1.0,1.0,7.0,,5.0,2.0,,2.0,13.0,12.0,5.0,7.0,4.0,,1.0,100.0
18,"Rodan, David",2,1,1,3,,,,,,1.0,,1.0,,,,1.0,2.0,,,1.0,1.0,,40.0
5,"Simmonds, Troy",10,6,6,16,,3.0,20.0,2.0,1.0,4.0,1.0,3.0,,1.0,,2.0,14.0,,1.0,1.0,,,90.0
10,"Stafford, Greg",2,2,,2,,2.0,3.0,,,,,,,,,,2.0,,2.0,,,,92.0
30,"Tambling, Richard",5,2,3,8,,,,1.0,2.0,2.0,1.0,2.0,1.0,,,5.0,5.0,,,4.0,,,69.0
32,"Tivendale, Greg",12,7,8,20,2,,,2.0,1.0,5.0,3.0,2.0,,,,6.0,14.0,1.0,1.0,2.0,1.0,,87.0
21,"Tuck, Shane",14,6,8,22,,1.0,,5.0,2.0,3.0,6.0,5.0,,1.0,,11.0,13.0,1.0,1.0,2.0,,1.0,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,110,124,336,12,20.0,23.0,30.0,35.0,69.0,28.0,53.0,13.0,12.0,5.0,113.0,223.0,13.0,21.0,39.0,23.0,8.0,
Opposition,Opposition,238,124,118,356,11,18.0,26.0,42.0,54.0,46.0,25.0,57.0,12.0,13.0,1.0,118.0,236.0,9.0,11.0,59.0,36.0,8.0,
