North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",14,4,2,16,4,,,1.0,,,,,,1.0,1.0,,,,,,,,
11,"Archer, Glenn",10,3,9,19,,,,1.0,,,,,1.0,2.0,,,,,,,,,
12,"Blakey, John",18,4,11,29,1,,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
40,"Capuano, Mathew",2,3,1,3,1,,2.0,2.0,,,,,,,,,,,,,,,
18,"Carey, Wayne",13,9,4,17,5,3.0,,,,,,,2.0,3.0,2.0,,,,,,,,
27,"Crocker, Darren",4,1,5,9,,,,,,,,,,,,,,,,,,,
6,"Fairley, Ian",13,5,5,18,,,,1.0,,,,,,1.0,,,,,,,,,
29,"German, Peter",12,2,5,17,,1.0,,1.0,,,,,,,,,,,,,,,
26,"Ishchenko, Alex",1,2,6,7,1,,13.0,,,,,,,3.0,,,,,,,,,
7,"Laidley, Dani",15,4,9,24,,,,1.0,,,,,1.0,,,,,,,,,,
35,"Longmire, John",11,9,6,17,5,2.0,,1.0,,,,,,1.0,,,,,,,,,
4,"Martyn, Mick",6,3,6,12,,,,,,,,,,1.0,,,,,,,,,
41,"McAdam, Adrian",5,3,3,8,2,,,,,,,,,,,,,,,,,,
31,"McKernan, Corey",11,6,5,16,2,,5.0,,,,,,1.0,2.0,,,,,,,,,
13,"Nichols, Trent",7,,7,14,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Rock, Anthony",6,3,1,7,1,1.0,,,,,,,,3.0,,,,,,,,,
1,"Romero, Jose",6,8,11,17,1,,,1.0,,,,,,,,,,,,,,,
2,"Schwass, Wayne",17,4,15,32,,1.0,,3.0,,,,,,1.0,3.0,,,,,,,,
24,"Sholl, Craig",8,3,5,13,,,,1.0,,,,,,1.0,,,,,,,,,
15,"Smith, Ross",8,4,3,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
10,"Stevens, Anthony",14,4,16,30,,,,3.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,84,135,336,25,10.0,22.0,20.0,,,,,10.0,24.0,6.0,,,,,,,,
Opposition,Opposition,180,74,113,293,10,14.0,9.0,30.0,,,,,24.0,10.0,,,,,,,,,
