Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",8,2,8,16,,,,2.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",10,5,5,15,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
27,"Chandler, Brett",16,6,6,22,,,,4.0,,,,,,1.0,,,,,,,,,
35,"Cook, Brett",10,1,3,13,3,,5.0,,,,,,5.0,3.0,,,,,,,,,
24,"Cummings, Trent",8,3,6,14,2,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
31,"Dent, Matthew",10,4,2,12,,,,,,,,,,2.0,,,,,,,,,
28,"Doyle, Peter",4,2,5,9,1,,,4.0,,,,,,,,,,,,,,,
17,"Hawking, Simon",8,6,3,11,3,3.0,,1.0,,,,,,,,,,,,,,,
19,"Holmes, Darren",8,1,4,12,1,,,1.0,,,,,,1.0,,,,,,,,,
2,"Johnson, Chris",5,1,3,8,,1.0,,5.0,,,,,,,,,,,,,,,
36,"Lamb, Wayne",6,2,9,15,,1.0,2.0,1.0,,,,,,2.0,,,,,,,,,
30,"Manson, James",3,2,4,7,,1.0,,1.0,,,,,,,,,,,,,,,
38,"McCarthy, Adam",8,2,8,16,,,,4.0,,,,,1.0,,,,,,,,,,
11,"McGregor, Anthony",10,2,5,15,1,,,5.0,,,,,1.0,,,,,,,,,,
42,"Mellington, Anthony",5,4,5,10,1,,3.0,2.0,,,,,,,,,,,,,,,
18,"Mitchell, Nick",4,2,3,7,1,,,4.0,,,,,1.0,,,,,,,,,,
7,"Molloy, Jarrod",7,1,3,10,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
34,"Morton, Danny",4,,16,20,1,1.0,,,,,,,,,,,,,,,,,
4,"Paxman, Stephen",8,1,6,14,,,1.0,2.0,,,,,1.0,,,,,,,,,,
8,"Pike, Martin",14,6,6,20,,,,,,,,,1.0,1.0,,,,,,,,,
16,"Zanotti, Mark",15,4,3,18,,,,1.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,57,113,284,15,11.0,11.0,42.0,,,,,14.0,15.0,,,,,,,,,
Opposition,Opposition,215,74,133,348,30,24.0,17.0,23.0,,,,,15.0,14.0,6.0,,,,,,,,
