Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",4,4,4,8,,,,4.0,3.0,1.0,,3.0,1.0,3.0,,2.0,7.0,,,15.0,,,98.0
4,"Bastinac, Ryan",13,4,12,25,,,,4.0,2.0,5.0,5.0,4.0,,1.0,,9.0,15.0,,,,,,74.0
17,"Beams, Claye",8,3,2,10,1,,,,4.0,1.0,,2.0,,1.0,,4.0,5.0,,1.0,5.0,,,78.0
9,"Beams, Dayne",20,4,10,30,1,1.0,,1.0,,4.0,8.0,5.0,3.0,,,15.0,15.0,1.0,,,,,80.0
7,"Bell, Tom",12,1,8,20,,1.0,,3.0,2.0,1.0,4.0,7.0,,3.0,,12.0,8.0,,,3.0,,,81.0
8,"Bewick, Rohan",12,2,2,14,,2.0,,5.0,1.0,2.0,1.0,1.0,1.0,,,7.0,6.0,,,1.0,,,85.0
3,"Christensen, Allen",11,1,9,20,,1.0,,4.0,1.0,3.0,,2.0,2.0,1.0,,9.0,8.0,,,1.0,,,85.0
27,"Gardiner, Darcy",12,4,4,16,,,,,2.0,2.0,,5.0,1.0,2.0,,8.0,8.0,,,8.0,,,86.0
11,"Hanley, Pearce",8,3,3,11,1,,,5.0,5.0,,1.0,3.0,1.0,3.0,,4.0,6.0,,1.0,1.0,,,86.0
2,"Harwood, Ryan",7,3,5,12,,,,5.0,3.0,,2.0,1.0,1.0,1.0,,5.0,7.0,1.0,,1.0,,,78.0
1,"Keays, Ben",7,2,5,12,,4.0,,6.0,,4.0,,1.0,2.0,,,6.0,6.0,,1.0,,,,83.0
35,"Lester, Ryan",5,2,4,9,1,1.0,,1.0,,3.0,,,,,,5.0,4.0,,1.0,2.0,,1.0,81.0
12,"Martin, Stefan",12,5,10,22,,,51.0,4.0,5.0,4.0,6.0,6.0,3.0,4.0,,10.0,11.0,1.0,,1.0,,,89.0
32,"Mayes, Sam",9,3,2,11,,,,4.0,3.0,2.0,,1.0,,,,2.0,7.0,,,6.0,,,84.0
25,"McStay, Daniel",2,2,10,12,,,,,,,,2.0,1.0,1.0,,8.0,6.0,,,9.0,,,89.0
22,"Paparone, Marco",11,5,4,15,,,,1.0,3.0,4.0,,3.0,1.0,2.0,,7.0,7.0,1.0,,1.0,,,85.0
10,"Rich, Daniel",10,1,9,19,,,,7.0,2.0,4.0,2.0,7.0,1.0,4.0,,16.0,5.0,1.0,,3.0,,,84.0
5,"Robinson, Mitch",8,1,5,13,,2.0,1.0,8.0,3.0,3.0,1.0,4.0,1.0,2.0,,7.0,7.0,1.0,,2.0,,,82.0
38,"Rockliff, Tom",3,,6,9,,,,3.0,,,1.0,1.0,,,,5.0,4.0,,,,,,21.0
23,"Schache, Josh",3,2,2,5,1,1.0,,,,,,,1.0,,,4.0,3.0,1.0,1.0,1.0,,,93.0
14,"Walker, Josh",4,3,1,5,,,6.0,1.0,,4.0,,2.0,,1.0,,3.0,2.0,2.0,,,,,85.0
15,"Zorko, Dayne",15,,7,22,2,1.0,,9.0,1.0,4.0,3.0,3.0,2.0,,,12.0,7.0,,,1.0,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,55,124,320,7,17.0,58.0,75.0,40.0,51.0,34.0,63.0,22.0,29.0,,160.0,154.0,9.0,5.0,61.0,,2.0,
Opposition,Opposition,227,66,188,415,21,10.0,24.0,86.0,33.0,66.0,52.0,63.0,29.0,22.0,6.0,174.0,233.0,9.0,17.0,72.0,6.0,15.0,
