Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Bannister, Jordan",7,2,5,12,,,,4.0,,,3.0,3.0,1.0,3.0,,7.0,5.0,,,2.0,,,100.0
18,"Bowyer, Glen",6,,1,7,,,,4.0,1.0,2.0,,2.0,,1.0,,4.0,2.0,,,3.0,,,100.0
16,"Camporeale, Scott",21,4,6,27,1,1.0,,7.0,3.0,4.0,8.0,8.0,2.0,1.0,,15.0,12.0,2.0,2.0,4.0,,,100.0
9,"Clarke, David",3,,1,4,,,,3.0,,1.0,,,,,,4.0,1.0,,,,,,39.0
13,"Davies, Justin",7,3,5,12,1,,,1.0,1.0,2.0,1.0,2.0,,2.0,,6.0,6.0,,,2.0,,1.0,85.0
26,"De Luca, Adrian",9,5,3,12,,,14.0,2.0,1.0,4.0,,2.0,2.0,1.0,,9.0,3.0,3.0,1.0,,,,62.0
25,"Fevola, Brendan",13,6,3,16,6,2.0,,4.0,,3.0,,2.0,4.0,,,8.0,8.0,1.0,2.0,1.0,,,98.0
11,"French, Barnaby",5,2,3,8,,,12.0,1.0,,1.0,4.0,,3.0,,,6.0,3.0,,,2.0,,,61.0
33,"Houlihan, Ryan",12,7,3,15,1,1.0,,1.0,2.0,4.0,,1.0,,,,5.0,10.0,,1.0,3.0,,,86.0
10,"Johnson, Brett",16,2,6,22,1,,,4.0,,11.0,4.0,3.0,,,,14.0,8.0,,,2.0,,1.0,93.0
12,"Lappin, Matthew",26,8,5,31,,,,4.0,9.0,2.0,1.0,5.0,1.0,1.0,3.0,11.0,17.0,,,3.0,4.0,,100.0
41,"McCormick, Jonathon",4,1,1,5,,,,1.0,,1.0,,1.0,1.0,,,3.0,1.0,,,,,1.0,31.0
3,"Morrell, Digby",4,5,4,8,1,,1.0,,,2.0,,,,,,4.0,4.0,1.0,1.0,5.0,,,61.0
37,"Norman, Karl",6,5,3,9,,,1.0,1.0,4.0,,,,,,,2.0,7.0,1.0,,10.0,,,100.0
28,"Prendergast, Ian",2,2,2,4,,,1.0,,,,1.0,,,,,1.0,3.0,,,1.0,,,30.0
29,"Scotland, Heath",16,8,11,27,2,,,6.0,1.0,3.0,4.0,1.0,1.0,,2.0,12.0,15.0,,2.0,2.0,,3.0,98.0
36,"Sporn, Trent",10,5,6,16,,,1.0,4.0,2.0,1.0,,4.0,1.0,1.0,,6.0,10.0,1.0,,2.0,2.0,,89.0
24,"Stevens, Nick",15,1,6,21,,2.0,,4.0,3.0,4.0,4.0,5.0,2.0,1.0,,12.0,8.0,,,,,1.0,84.0
15,"Teague, David",13,5,4,17,,,,8.0,5.0,1.0,,2.0,,,,8.0,10.0,1.0,,9.0,,1.0,100.0
32,"Thornton, Bret",6,5,2,8,,,,2.0,3.0,,,2.0,,,,5.0,4.0,2.0,,8.0,,,100.0
1,"Walker, Andrew",19,9,7,26,,,,4.0,3.0,5.0,3.0,3.0,,1.0,1.0,8.0,19.0,,,4.0,1.0,2.0,95.0
8,"Whitnall, Lance",5,3,2,7,1,,,,,2.0,,1.0,1.0,,,4.0,4.0,1.0,1.0,5.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,88,89,314,14,8.0,30.0,65.0,38.0,53.0,33.0,47.0,19.0,12.0,6.0,154.0,160.0,13.0,10.0,68.0,7.0,10.0,
Opposition,Opposition,182,59,120,302,6,7.0,37.0,43.0,37.0,49.0,41.0,52.0,12.0,19.0,,135.0,169.0,1.0,4.0,59.0,8.0,2.0,
