North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Abraham, Winston",23y 270d,52 (26-0-26 50.00%),80 (1.54),14 (8-0-6 57.14%),25 (1.79)
11,"Archer, Glenn",25y 94d,131 (81-0-50 61.83%),86 (0.66),←,
26,"Bell, Peter",22y 117d,64 (39-0-25 60.94%),61 (0.95),62 (39-0-23 62.90%),59 (0.95)
12,"Blakey, John",31y 337d,263 (131-0-132 49.81%),82 (0.31),128 (79-0-49 61.72%),44 (0.34)
18,"Carey, Wayne",27y 30d,176 (104-0-72 59.09%),444 (2.52),←,
9,"Chandler, Brett",22y 350d,61 (20-0-41 32.79%),7 (0.11),33 (19-0-14 57.58%),5 (0.15)
45,"Cochrane, Stuart",19y 341d,3 (2-0-1 66.67%),,←,
6,"Grant, Shannon",21y 68d,72 (40-1-31 56.25%),60 (0.83),14 (8-0-6 57.14%),22 (1.57)
29,"Harvey, Brent",20y 43d,30 (18-0-12 60.00%),33 (1.10),←,
21,"Hewitt, Evan",19y 354d,15 (8-0-7 53.33%),10 (0.67),←,
34,"King, David",26y 111d,100 (62-0-38 62.00%),28 (0.28),←,
4,"Martyn, Mick",29y 299d,211 (119-1-91 56.64%),14 (0.07),←,
5,"McCartney, Jason",24y 104d,89 (42-0-47 47.19%),49 (0.55),14 (8-0-6 57.14%),1 (0.07)
31,"McKernan, Corey",24y 189d,103 (68-0-35 66.02%),111 (1.08),←,
28,"Pickett, Byron",20y 319d,15 (8-0-7 53.33%),,←,
13,"Pike, Martin",25y 224d,92 (32-0-60 34.78%),49 (0.53),32 (20-0-12 62.50%),9 (0.28)
22,"Roberts, Mark",32y 363d,190 (95-0-95 50.00%),158 (0.83),113 (69-0-44 61.06%),139 (1.23)
8,"Scott, Robert",29y 117d,218 (130-1-87 59.86%),211 (0.97),86 (55-0-31 63.95%),47 (0.55)
37,"Simpson, Adam",22y 130d,54 (37-0-17 68.52%),25 (0.46),←,
10,"Stevens, Anthony",26y 359d,170 (100-0-70 58.82%),82 (0.48),←,
36,"Watt, Shannon",17y 212d,1 (1-0-0 100.00%),,←,
30,"Welsh, Scott",19y 201d,14 (8-0-6 57.14%),6 (0.43),←,
Totals,Totals,24y 111d,2124 (1171-3-950 55.13%),1596 (0.75),,
C,"Pagan, Denis",50y 275d,134 (84-0-50 62.69%),,←,
