Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",28y 227d,219 (93-3-123 43.15%),378 (1.73),35 (18-0-17 51.43%),88 (2.51)
16,"Brown, Luke",22y 292d,59 (30-0-29 50.85%),3 (0.05),←,
23,"Cameron, Charlie",21y 6d,19 (10-0-9 52.63%),23 (1.21),←,
44,"Crouch, Matt",20y 81d,16 (10-0-6 62.50%),3 (0.19),←,
32,"Dangerfield, Patrick",25y 97d,144 (74-0-70 51.39%),155 (1.08),←,
26,"Douglas, Richard",28y 155d,163 (83-0-80 50.92%),110 (0.67),←,
28,"Ellis-Yolmen, Cam",22y 164d,12 (5-0-7 41.67%),3 (0.25),←,
15,"Hartigan, Kyle",23y 246d,18 (11-0-7 61.11%),,←,
45,"Henderson, Ricky",26y 303d,71 (34-0-37 47.89%),40 (0.56),←,
24,"Jacobs, Sam",27y 92d,117 (59-0-58 50.43%),27 (0.23),100 (52-0-48 52.00%),24 (0.24)
4,"Jenkins, Josh",26y 153d,59 (31-0-28 52.54%),96 (1.63),←,
39,"Knight, Riley",20y 106d,1 (0-0-1 0.00%),2 (2.00),←,
29,"Laird, Rory",21y 194d,47 (24-0-23 51.06%),5 (0.11),←,
6,"Lever, Jake",19y 128d,5 (2-0-3 40.00%),,←,
27,"Lynch, Tom",24y 299d,50 (29-0-21 58.00%),68 (1.36),44 (25-0-19 56.82%),64 (1.45)
14,"Mackay, David",26y 351d,137 (78-0-59 56.93%),42 (0.31),←,
33,"Smith, Brodie",23y 178d,87 (48-0-39 55.17%),26 (0.30),←,
12,"Talia, Daniel",23y 282d,89 (49-0-40 55.06%),5 (0.06),←,
5,"Thompson, Scott",32y 119d,275 (149-0-126 54.18%),155 (0.56),236 (131-0-105 55.51%),138 (0.58)
7,"van Berlo, Nathan",29y 35d,195 (110-0-85 56.41%),67 (0.34),←,
13,"Walker, Taylor",25y 77d,97 (50-0-47 51.55%),229 (2.36),←,
11,"Wright, Matthew",25y 209d,91 (47-0-44 51.65%),62 (0.68),←,
Totals,Totals,24y 289d,1971 (1026-3-942 52.05%),1499 (0.76),,
C,"Camporeale, Scott",39y 334d,1 (0-0-1 0.00%),,←,
