Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",27y 176d,72 (40-0-32 55.56%),203 (2.82),68 (39-0-29 57.35%),196 (2.88)
44,"Charles, Sean",17y 46d,5 (1-0-4 20.00%),8 (1.60),←,
9,"Cuthbertson, Darren",22y 87d,25 (10-1-14 42.00%),34 (1.36),←,
25,"Eishold, Simon",25y 99d,77 (52-1-24 68.18%),50 (0.65),←,
20,"Febey, Matthew",22y 319d,2 (1-0-1 50.00%),1 (0.50),←,
21,"Febey, Steven",22y 319d,86 (51-0-35 59.30%),15 (0.17),←,
32,"Goodwin, Andy",29y 4d,64 (20-1-43 32.03%),9 (0.14),8 (2-1-5 31.25%),
31,"Keogh, Rod",21y 100d,15 (8-0-7 53.33%),7 (0.47),←,
16,"Lovell, Andy",21y 341d,51 (24-1-26 48.04%),57 (1.12),←,
17,"Lovett, Brett",26y 44d,134 (79-1-54 59.33%),17 (0.13),←,
6,"Lovett, Glenn",22y 346d,39 (17-0-22 43.59%),16 (0.41),←,
3,"Lyon, Garry",24y 294d,122 (74-1-47 61.07%),154 (1.26),←,
29,"Obst, Andrew",27y 319d,45 (26-0-19 57.78%),20 (0.44),←,
46,"Robins, Haydn",19y 329d,7 (2-0-5 28.57%),,←,
41,"Rohde, Peter",27y 227d,113 (70-1-42 62.39%),12 (0.11),67 (36-1-30 54.48%),6 (0.09)
5,"Schwarz, David",19y 345d,20 (5-1-14 27.50%),19 (0.95),←,
11,"Stynes, Jim",26y 71d,125 (74-1-50 59.60%),90 (0.72),←,
4,"Sullivan, Chris",19y 330d,8 (1-1-6 18.75%),12 (1.50),←,
12,"Viney, Todd",26y 95d,90 (47-1-42 52.78%),45 (0.50),←,
22,"Wearne, Stephen",23y 273d,3 (1-0-2 33.33%),2 (0.67),←,
Totals,Totals,23y 281d,1103 (603-11-489 54.67%),771 (0.70),,
C,"Northey, John",49y 4d,181 (92-1-88 51.10%),,159 (86-1-72 54.40%),
