St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",13,4,7,20,2,1.0,,3.0,,3.0,5.0,,1.0,,,6.0,14.0,,1.0,3.0,,,60.0
14,"Ball, Luke",10,4,6,16,2,1.0,,6.0,1.0,,1.0,1.0,2.0,1.0,,10.0,7.0,,2.0,3.0,,1.0,69.0
27,"Blake, Jason",8,5,4,12,,,4.0,2.0,1.0,,1.0,4.0,1.0,2.0,,3.0,8.0,1.0,,3.0,,,65.0
3,"Clarke, Xavier",11,7,7,18,1,1.0,,4.0,,2.0,1.0,1.0,,,,6.0,12.0,1.0,2.0,3.0,5.0,2.0,79.0
26,"Dal Santo, Nick",15,6,11,26,,,,4.0,3.0,4.0,3.0,,3.0,,,10.0,15.0,,,2.0,3.0,,80.0
24,"Dempster, Sean",6,1,6,12,1,,,3.0,,6.0,2.0,,1.0,,,8.0,5.0,1.0,,4.0,,1.0,89.0
6,"Fisher, Leigh",5,3,3,8,,,,5.0,,1.0,1.0,1.0,,1.0,,2.0,6.0,,,5.0,,,94.0
25,"Fisher, Sam",15,8,8,23,,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,7.0,15.0,,,5.0,,,100.0
28,"Gardiner, Charlie",11,8,2,13,2,,,1.0,,5.0,,1.0,2.0,,,3.0,10.0,,2.0,,,1.0,86.0
19,"Gilbert, Sam",8,1,4,12,,1.0,,1.0,2.0,1.0,,2.0,1.0,1.0,,4.0,8.0,,,5.0,,,98.0
18,"Goddard, Brendon",15,5,4,19,,,,5.0,3.0,5.0,2.0,2.0,1.0,1.0,,7.0,12.0,,,2.0,1.0,,100.0
1,"Gram, Jason",10,4,8,18,,2.0,,2.0,1.0,5.0,1.0,5.0,,2.0,,7.0,12.0,,,2.0,2.0,1.0,86.0
35,"Harvey, Robert",18,6,11,29,,,,3.0,1.0,3.0,3.0,2.0,,,,8.0,20.0,,,1.0,3.0,1.0,69.0
7,"Hayes, Lenny",8,2,17,25,1,,,12.0,,2.0,7.0,2.0,3.0,1.0,3.0,15.0,10.0,,1.0,2.0,,1.0,84.0
8,"Hudghton, Max",7,4,4,11,,,,1.0,4.0,,,1.0,2.0,,2.0,6.0,4.0,1.0,,7.0,,,92.0
38,"Jones, Clinton",2,3,6,8,,1.0,,,,1.0,,2.0,,1.0,,1.0,7.0,,1.0,1.0,,,62.0
2,"King, Steven",6,2,2,8,1,,18.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,5.0,,,2.0,,,39.0
23,"Koschitzke, Justin",8,7,7,15,2,2.0,9.0,6.0,1.0,3.0,1.0,3.0,,3.0,,6.0,9.0,2.0,2.0,1.0,,,87.0
31,"Maguire, Matt",2,1,1,3,,,,,1.0,2.0,,,,,,1.0,2.0,,,2.0,,,90.0
44,"Milne, Stephen",14,7,7,21,2,1.0,,2.0,,5.0,2.0,6.0,,1.0,,9.0,11.0,,3.0,,1.0,2.0,83.0
11,"Montagna, Leigh",14,5,6,20,1,,,3.0,1.0,4.0,5.0,5.0,,2.0,,11.0,9.0,,,2.0,,3.0,92.0
12,"Riewoldt, Nick",13,11,7,20,3,2.0,,,,2.0,,1.0,,,,7.0,13.0,1.0,7.0,2.0,,3.0,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,104,138,357,18,15.0,32.0,69.0,23.0,56.0,38.0,42.0,19.0,19.0,5.0,140.0,214.0,7.0,21.0,57.0,15.0,16.0,
Opposition,Opposition,177,82,151,328,14,3.0,49.0,68.0,34.0,39.0,42.0,49.0,19.0,20.0,1.0,125.0,200.0,3.0,8.0,50.0,14.0,11.0,
