Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",22y 199d,69 (17-0-52 24.64%),83 (1.20),←,
12,"Day, Sam",22y 225d,67 (20-0-47 29.85%),46 (0.69),←,
41,"Garlett, Jarrod",18y 351d,3 (0-0-3 0.00%),2 (0.67),←,
15,"Gorringe, Daniel",22y 321d,22 (4-0-18 18.18%),7 (0.32),←,
33,"Hall, Aaron",24y 161d,47 (19-0-28 40.43%),45 (0.96),←,
28,"Kolodjashnij, Kade",19y 253d,21 (7-0-14 33.33%),5 (0.24),←,
40,"Lemmens, Sean",20y 168d,20 (9-0-11 45.00%),3 (0.15),←,
19,"Lynch, Tom",22y 170d,62 (18-0-44 29.03%),87 (1.40),←,
7,"Malceski, Nick",30y 247d,179 (116-2-61 65.36%),67 (0.37),3 (0-0-3 0.00%),
4,"Martin, Jack",20y 80d,14 (4-0-10 28.57%),13 (0.93),←,
32,"Matera, Brandon",23y 39d,56 (17-0-39 30.36%),62 (1.11),←,
17,"May, Steven",23y 99d,56 (18-0-38 32.14%),15 (0.27),←,
18,"McKenzie, Trent",23y 16d,78 (23-0-55 29.49%),20 (0.26),←,
44,"Miller, Touk",19y 56d,3 (0-0-3 0.00%),2 (0.67),←,
10,"Prestia, Dion",22y 189d,76 (20-0-56 26.32%),24 (0.32),←,
35,"Rischitelli, Michael",29y 101d,181 (67-3-111 37.85%),81 (0.45),70 (18-0-52 25.71%),34 (0.49)
42,"Saad, Adam",20y 270d,3 (0-0-3 0.00%),1 (0.33),←,
26,"Shaw, Matt",23y 73d,74 (20-0-54 27.03%),27 (0.36),←,
2,"Smith, Zac",25y 56d,57 (12-0-45 21.05%),29 (0.51),←,
24,"Swallow, David",22y 151d,76 (21-0-55 27.63%),38 (0.50),←,
48,"Tape, Seb",22y 256d,35 (4-0-31 11.43%),1 (0.03),←,
16,"Thompson, Rory",24y 38d,56 (17-0-39 30.36%),7 (0.13),←,
Totals,Totals,22y 326d,1255 (433-5-817 34.50%),665 (0.53),,
C,"Eade, Rodney",57y 15d,317 (169-4-144 53.94%),,3 (0-0-3 0.00%),
