Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",23y 337d,46 (29-0-17 63.04%),31 (0.67),←,
8,"Bewick, Darren",22y 238d,34 (21-0-13 61.76%),55 (1.62),←,
23,"Cransberg, Peter",22y 261d,3 (2-0-1 66.67%),4 (1.33),←,
6,"Daniher, Anthony",27y 85d,169 (84-0-85 49.70%),74 (0.44),54 (35-0-19 64.81%),12 (0.22)
36,"Daniher, Neale",29y 60d,76 (46-1-29 61.18%),23 (0.30),←,
5,"Daniher, Terry",32y 244d,269 (165-3-101 61.90%),444 (1.65),250 (155-2-93 62.40%),422 (1.69)
16,"Hamilton, Paul",22y 301d,73 (38-1-34 52.74%),6 (0.08),←,
9,"Kickett, Derek",27y 192d,15 (7-0-8 46.67%),16 (1.07),3 (2-0-1 66.67%),4 (1.33)
4,"Long, Michael",20y 197d,27 (19-0-8 70.37%),22 (0.81),←,
27,"Madden, Simon",32y 107d,328 (193-2-133 59.15%),499 (1.52),←,
41,"Manning, Andrew",23y 144d,37 (8-0-29 21.62%),27 (0.73),6 (3-0-3 50.00%),4 (0.67)
38,"Moore, Brendon",20y 250d,6 (3-0-3 50.00%),1 (0.17),←,
12,"OBrien, Craig",20y 44d,3 (1-0-2 33.33%),1 (0.33),←,
10,"ODonnell, Gary",24y 339d,49 (31-0-18 63.27%),8 (0.16),←,
14,"Plain, Bradley",20y 203d,23 (17-0-6 73.91%),34 (1.48),←,
3,"Salmon, Paul",25y 86d,107 (64-1-42 60.28%),261 (2.44),←,
17,"Sporn, Kieran",23y 231d,22 (16-0-6 72.73%),24 (1.09),←,
26,"Thompson, Mark",26y 148d,98 (65-1-32 66.84%),28 (0.29),←,
18,"Vander Haar, Paul",32y 40d,187 (114-2-71 61.50%),264 (1.41),←,
32,"Watson, Tim",28y 277d,247 (153-3-91 62.55%),274 (1.11),←,
Totals,Totals,25y 134d,1819 (1076-14-729 59.15%),2096 (1.15),,
C,"Sheedy, Kevin",42y 113d,216 (144-1-71 66.90%),,←,
