Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",24y 336d,90 (60-1-29 67.22%),45 (0.50),←,
18,"Betts, Eddie",32y 199d,308 (151-3-154 49.51%),589 (1.91),124 (76-0-48 61.29%),299 (2.41)
16,"Brown, Luke",26y 264d,141 (83-1-57 59.22%),12 (0.09),←,
2,"Crouch, Brad",25y 150d,74 (43-0-31 58.11%),30 (0.41),←,
5,"Crouch, Matt",24y 53d,100 (64-1-35 64.50%),21 (0.21),←,
26,"Douglas, Richard",32y 127d,240 (132-1-107 55.21%),162 (0.68),←,
28,"Ellis-Yolmen, Cam",26y 136d,39 (21-0-18 53.85%),15 (0.38),←,
7,"Gallucci, Jordan",21y 40d,25 (17-0-8 68.00%),18 (0.72),←,
1,"Greenwood, Hugh",27y 99d,46 (29-1-16 64.13%),32 (0.70),←,
15,"Hartigan, Kyle",27y 218d,93 (60-0-33 64.52%),1 (0.01),←,
4,"Jenkins, Josh",30y 125d,143 (84-1-58 59.09%),287 (2.01),←,
42,"Keath, Alex",27y 144d,25 (15-1-9 62.00%),1 (0.04),←,
8,"Kelly, Jake",24y 143d,66 (39-1-26 59.85%),1 (0.02),←,
29,"Laird, Rory",25y 166d,134 (82-1-51 61.57%),12 (0.09),←,
30,"Milera, Wayne",21y 272d,52 (33-1-18 64.42%),19 (0.37),←,
44,"Murphy, Lachlan",20y 191d,24 (14-0-10 58.33%),25 (1.04),←,
43,"OBrien, Reilly",23y 297d,13 (9-0-4 69.23%),1 (0.08),←,
11,"Seedsman, Paul",27y 142d,94 (55-1-38 59.04%),47 (0.50),45 (28-1-16 63.33%),30 (0.67)
9,"Sloane, Rory",29y 88d,190 (112-1-77 59.21%),121 (0.64),←,
33,"Smith, Brodie",27y 150d,158 (97-1-60 61.71%),51 (0.32),←,
12,"Talia, Daniel",27y 254d,177 (106-1-70 60.17%),6 (0.03),←,
13,"Walker, Taylor",29y 49d,180 (104-1-75 58.06%),405 (2.25),←,
Totals,Totals,26y 182d,2412 (1410-18-984 58.46%),1901 (0.79),,
C,"Pyke, Don",50y 190d,84 (54-1-29 64.88%),,←,
