West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",6,3,5,11,,,,3.0,,1.0,1.0,2.0,1.0,,,5.0,6.0,,,1.0,1.0,,69.0
10,"Braun, Michael",10,4,9,19,1,,,5.0,2.0,6.0,,2.0,1.0,,,6.0,13.0,,,6.0,,,91.0
26,"Butler, Sam",10,4,4,14,1,1.0,,6.0,,4.0,2.0,3.0,1.0,1.0,,6.0,7.0,,1.0,3.0,,1.0,89.0
17,"Chick, Daniel",9,7,5,14,,,,1.0,4.0,,,2.0,,2.0,,3.0,11.0,,,5.0,,,90.0
32,"Embley, Andrew",15,7,6,21,,,,3.0,3.0,4.0,1.0,3.0,2.0,1.0,,6.0,16.0,1.0,,2.0,3.0,,95.0
23,"Glass, Darren",7,4,9,16,,,,3.0,8.0,,1.0,2.0,,1.0,,9.0,8.0,3.0,,4.0,1.0,,86.0
22,"Graham, Jaymie",6,4,1,7,,1.0,4.0,,1.0,4.0,1.0,,1.0,,,1.0,6.0,,,,,,56.0
39,"Hunter, Adam",3,3,2,5,,1.0,,2.0,,,,,,,,1.0,4.0,,1.0,1.0,,,21.0
25,"Hurn, Shannon",4,3,4,8,,2.0,,,,2.0,,,,,,2.0,6.0,,1.0,1.0,,,79.0
38,"Jones, Brett",7,2,5,12,,1.0,,1.0,4.0,,,3.0,,,,4.0,8.0,,1.0,5.0,,,84.0
18,"Jones, Rowan",6,3,19,25,,1.0,,3.0,2.0,1.0,4.0,2.0,,1.0,,13.0,11.0,,,,,1.0,100.0
3,"Judd, Chris",15,3,8,23,,1.0,,7.0,5.0,5.0,,6.0,2.0,3.0,,8.0,16.0,1.0,1.0,3.0,1.0,,93.0
4,"Kerr, Daniel",17,2,13,30,1,,,3.0,3.0,4.0,12.0,3.0,2.0,2.0,3.0,20.0,11.0,1.0,1.0,,2.0,1.0,89.0
21,"Lynch, Quinten",7,5,3,10,2,,2.0,,,4.0,,4.0,,1.0,,3.0,7.0,,2.0,1.0,,,100.0
2,"McDougall, Andrew",11,6,4,15,1,2.0,,,,2.0,,1.0,3.0,,,10.0,6.0,2.0,2.0,,,,91.0
24,"Rosa, Matt",7,4,3,10,,,,1.0,1.0,2.0,,2.0,,,,1.0,9.0,,,1.0,2.0,,68.0
14,"Seaby, Mark",7,4,8,15,3,,24.0,3.0,,2.0,5.0,4.0,2.0,1.0,,10.0,4.0,2.0,2.0,3.0,,,79.0
37,"Selwood, Adam",6,2,5,11,,,,,5.0,,,1.0,,,,2.0,8.0,1.0,,1.0,1.0,,97.0
41,"Staker, Brent",6,5,2,8,2,,,1.0,,1.0,1.0,4.0,1.0,4.0,,3.0,5.0,1.0,2.0,2.0,,1.0,74.0
5,"Stenglein, Tyson",10,5,9,19,,,,6.0,1.0,4.0,3.0,3.0,,2.0,,9.0,10.0,,,1.0,,,95.0
8,"Waters, Beau",4,2,2,6,1,,,2.0,,2.0,,3.0,,2.0,,2.0,4.0,1.0,1.0,1.0,,,75.0
44,"Wirrpanda, David",8,3,6,14,1,1.0,,3.0,3.0,1.0,,1.0,,,,5.0,8.0,,1.0,1.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,85,132,313,13,12.0,30.0,53.0,42.0,49.0,31.0,51.0,16.0,21.0,3.0,129.0,184.0,13.0,16.0,42.0,11.0,5.0,
Opposition,Opposition,230,114,109,339,19,13.0,34.0,66.0,37.0,60.0,32.0,45.0,21.0,16.0,3.0,124.0,212.0,7.0,18.0,57.0,9.0,13.0,
