Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",22y 314d,30 (13-0-17 43.33%),6 (0.20),←,
21,"Brown, David",22y 258d,14 (8-0-6 57.14%),16 (1.14),←,
34,"Hart, Ben",17y 340d,12 (5-0-7 41.67%),4 (0.33),←,
3,"Hart, Darel",28y 162d,29 (14-0-15 48.28%),20 (0.69),←,
29,"Ingerson, Anthony",22y 244d,12 (5-0-7 41.67%),15 (1.25),←,
2,"Jarman, Andrew",26y 151d,28 (13-0-15 46.43%),14 (0.50),←,
20,"Klug, John",26y 259d,26 (11-0-15 42.31%),34 (1.31),←,
13,"Lee, Scott",29y 8d,34 (15-0-19 44.12%),13 (0.38),←,
27,"Liptak, Matthew",22y 44d,24 (12-0-12 50.00%),35 (1.46),←,
16,"Marshall, David",31y 349d,22 (10-0-12 45.45%),13 (0.59),←,
18,"Maynard, Rodney",25y 266d,34 (15-0-19 44.12%),8 (0.24),←,
10,"McDermott, Chris",28y 222d,33 (15-0-18 45.45%),13 (0.39),←,
11,"McGuinness, Tony",28y 38d,140 (64-2-74 46.43%),140 (1.00),31 (14-0-17 45.16%),32 (1.03)
25,"Mickan, Mark",31y 135d,73 (22-0-51 30.14%),29 (0.40),25 (10-0-15 40.00%),3 (0.12)
22,"Murphy, Michael",26y 279d,15 (5-0-10 33.33%),26 (1.73),12 (5-0-7 41.67%),26 (2.17)
52,"Rehn, Shaun",20y 301d,17 (7-0-10 41.18%),6 (0.35),←,
40,"Schwerdt, Stephen",24y 16d,9 (4-0-5 44.44%),2 (0.22),←,
7,"Smart, Nigel",23y 23d,27 (11-0-16 40.74%),2 (0.07),←,
4,"Tasker, Sean",23y 361d,16 (6-0-10 37.50%),1 (0.06),←,
33,"Weidemann, Wayne",25y 236d,17 (6-0-11 35.29%),1 (0.06),←,
Totals,Totals,25y 164d,612 (261-2-349 42.65%),398 (0.65),,
C,"Cornes, Graham",44y 74d,34 (15-0-19 44.12%),,←,
