Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
14,"Calthorpe, David",21y 319d,37 (21-0-16 56.76%),32 (0.86),←,
9,"Cockatoo-Collins, Che",20y 119d,23 (12-1-10 54.35%),36 (1.57),←,
36,"Cummings, Scott",21y 165d,19 (11-0-8 57.89%),36 (1.89),←,
7,"Daniher, Chris",29y 93d,78 (43-2-33 56.41%),19 (0.24),←,
38,"Denham, Sean",26y 64d,109 (62-2-45 57.80%),44 (0.40),65 (38-2-25 60.00%),23 (0.35)
22,"Doolan, Ben",22y 173d,40 (16-1-23 41.25%),4 (0.10),15 (9-0-6 60.00%),
31,"Fletcher, Dustin",20y 56d,42 (27-2-13 66.67%),4 (0.10),←,
29,"Grenvold, David",29y 118d,101 (65-2-34 65.35%),17 (0.17),←,
5,"Hird, James",22y 148d,53 (31-2-20 60.38%),86 (1.62),←,
13,"Long, Michael",25y 274d,115 (74-1-40 64.78%),83 (0.72),←,
2,"Mercuri, Mark",21y 131d,49 (30-2-17 63.27%),63 (1.29),←,
24,"Misiti, Joe",20y 235d,54 (32-2-20 61.11%),22 (0.41),←,
43,"Morgan, Danny",20y 316d,1 (0-0-1 0.00%),,←,
41,"OConnor, Ryan",21y 5d,14 (7-1-6 53.57%),11 (0.79),←,
10,"ODonnell, Gary",30y 51d,170 (104-2-64 61.76%),62 (0.36),←,
3,"Salmon, Paul",30y 163d,200 (118-1-81 59.25%),481 (2.40),←,
19,"Somerville, Peter",26y 359d,89 (54-1-34 61.24%),74 (0.83),←,
12,"Symons, Michael",23y 289d,53 (33-1-19 63.21%),61 (1.15),←,
21,"Wallis, Dean",25y 309d,63 (35-1-27 56.35%),23 (0.37),←,
4,"Wanganeen, Gavin",22y 14d,95 (53-2-40 56.84%),43 (0.45),←,
35,"Young, Barry",25y 6d,78 (33-1-44 42.95%),44 (0.56),25 (14-1-10 58.00%),21 (0.84)
Totals,Totals,24y 58d,1483 (861-27-595 58.06%),1245 (0.84),,
C,"Sheedy, Kevin",47y 190d,342 (220-3-119 64.77%),,←,
