Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bellchambers, Tom",13,9,8,21,,1.0,26.0,1.0,,5.0,3.0,3.0,3.0,2.0,,9.0,11.0,1.0,1.0,,,1.0,88.0
22,"Carlisle, Jake",9,6,8,17,,,,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,5.0,12.0,,,5.0,,,93.0
32 ↑,"Colyer, Travis",6,2,3,9,,1.0,,2.0,1.0,1.0,,1.0,,,,3.0,5.0,,,,1.0,,26.0
12,"Crameri, Stewart",7,1,11,18,4,,,,,,,3.0,1.0,1.0,,9.0,9.0,,1.0,,,,69.0
29,"Davey, Alwyn",12,2,5,17,3,1.0,,2.0,,1.0,,1.0,,,,4.0,13.0,,,1.0,,,81.0
15 ↓,"Dempsey, Courtenay",9,4,4,13,1,,,2.0,3.0,4.0,,,1.0,,,3.0,10.0,,,2.0,,,61.0
2,"Dyson, Ricky",17,8,8,25,1,,,3.0,2.0,,2.0,,2.0,,,6.0,18.0,,,3.0,1.0,,85.0
31,"Fletcher, Dustin",19,10,2,21,,,,,6.0,2.0,,2.0,,,,5.0,13.0,1.0,,7.0,,,92.0
34,"Hardingham, Kyle",9,5,7,16,,,,4.0,5.0,1.0,,2.0,,,,6.0,11.0,,,3.0,,,89.0
21,"Heppell, Dyson",19,14,15,34,,,,2.0,2.0,5.0,1.0,4.0,,,1.0,6.0,27.0,1.0,,1.0,,,90.0
39,"Hocking, Heath",4,2,14,18,,,,5.0,1.0,2.0,5.0,2.0,1.0,1.0,,8.0,10.0,,,2.0,1.0,1.0,88.0
26,"Hooker, Cale",12,7,5,17,,1.0,,4.0,,1.0,,2.0,,1.0,,3.0,15.0,1.0,1.0,5.0,,,91.0
40,"Howlett, Ben",10,3,9,19,,,,8.0,1.0,2.0,4.0,4.0,1.0,2.0,,7.0,10.0,,,2.0,,,82.0
7,"Jetta, Leroy",7,3,9,16,3,1.0,,4.0,1.0,3.0,,1.0,1.0,,,6.0,9.0,,2.0,2.0,1.0,2.0,81.0
14,"Lonergan, Sam",13,3,9,22,2,,,12.0,,3.0,7.0,2.0,3.0,,,15.0,7.0,,1.0,4.0,,,86.0
42,"Lovett-Murray, Nathan",11,5,12,23,1,,,4.0,,6.0,3.0,2.0,,,,11.0,12.0,1.0,1.0,1.0,,,78.0
17,"Melksham, Jake",21,7,3,24,1,1.0,1.0,,1.0,9.0,6.0,1.0,2.0,1.0,,10.0,14.0,1.0,1.0,,2.0,1.0,81.0
6,"Monfries, Angus",10,8,8,18,2,1.0,,4.0,,2.0,,1.0,1.0,1.0,,6.0,13.0,1.0,2.0,,,,87.0
30,"Ryder, Paddy",6,2,2,8,,,21.0,1.0,,3.0,,2.0,1.0,1.0,,4.0,4.0,,,,,1.0,92.0
5,"Stanton, Brent",32,17,7,39,,3.0,,8.0,3.0,6.0,1.0,3.0,,1.0,2.0,5.0,36.0,,,2.0,2.0,1.0,88.0
4,"Watson, Jobe",18,8,18,36,1,,,5.0,,5.0,6.0,5.0,,2.0,3.0,15.0,22.0,,,3.0,,3.0,83.0
11,"Zaharakis, David",15,5,15,30,,2.0,,3.0,4.0,4.0,5.0,,,,,9.0,21.0,,,,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,279,131,182,461,19,15.0,48.0,76.0,31.0,68.0,44.0,43.0,18.0,14.0,6.0,155.0,302.0,7.0,10.0,43.0,8.0,11.0,
Opposition,Opposition,180,76,178,358,9,8.0,33.0,59.0,43.0,44.0,28.0,57.0,14.0,18.0,,135.0,227.0,7.0,9.0,66.0,5.0,4.0,
