Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bugg, Tomas",9,3,13,22,,,,3.0,4.0,3.0,1.0,4.0,,1.0,,5.0,16.0,,,1.0,,,85.0
21,"Buntine, Matt",10,5,6,16,,,,4.0,2.0,1.0,1.0,2.0,,2.0,,4.0,12.0,,,4.0,1.0,1.0,86.0
18,"Cameron, Jeremy",4,4,2,6,2,1.0,,5.0,,1.0,,,,,,1.0,5.0,,3.0,,,1.0,91.0
3,"Coniglio, Stephen",8,3,14,22,,,,1.0,2.0,3.0,3.0,3.0,,1.0,,9.0,14.0,,,2.0,,1.0,64.0
1 ↓,"Davis, Phil",,1,2,2,,,,1.0,,,,,,,,,2.0,,,9.0,,,46.0
4,"Greene, Toby",10,4,16,26,,,,2.0,1.0,6.0,1.0,5.0,,2.0,,8.0,19.0,,,,,1.0,91.0
32,"Griffen, Ryan",11,4,13,24,,,,1.0,2.0,3.0,1.0,4.0,,1.0,,4.0,20.0,,,1.0,4.0,1.0,85.0
19,"Haynes, Nick",12,6,6,18,1,,,1.0,1.0,1.0,,2.0,,,,3.0,14.0,,1.0,6.0,2.0,,92.0
33,"Hoskin-Elliott, Will",8,8,8,16,,4.0,,4.0,,,,1.0,,,,5.0,11.0,,3.0,2.0,,,89.0
22,"Kelly, Josh",7,6,5,12,1,,,3.0,2.0,3.0,1.0,2.0,,1.0,,2.0,10.0,1.0,1.0,2.0,,,89.0
25,"McCarthy, Cam",7,3,4,11,4,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,9.0,,3.0,,,,95.0
41,"Mumford, Shane",1,2,11,12,,,29.0,8.0,1.0,1.0,2.0,1.0,2.0,,,6.0,6.0,1.0,,5.0,,,75.0
24,"Patfull, Joel",1,1,5,6,,,,1.0,,,,3.0,,2.0,,4.0,2.0,,,2.0,,,65.0
9,"Scully, Tom",9,7,15,24,,,,5.0,2.0,1.0,1.0,2.0,1.0,,,6.0,18.0,1.0,,2.0,,1.0,91.0
23,"Shaw, Heath",19,8,6,25,,,,6.0,7.0,2.0,,2.0,2.0,,,3.0,19.0,,,3.0,9.0,,96.0
5,"Shiel, Dylan",16,,18,34,,,,4.0,2.0,3.0,7.0,4.0,,1.0,,15.0,18.0,,,1.0,,2.0,80.0
10,"Smith, Devon",10,4,9,19,1,1.0,,5.0,1.0,,4.0,2.0,,,,6.0,13.0,,2.0,1.0,,,88.0
36,"Stewart, James",3,3,5,8,1,1.0,7.0,6.0,,,,3.0,,2.0,,5.0,3.0,1.0,2.0,,,,85.0
17,"Treloar, Adam",13,2,16,29,,1.0,,8.0,2.0,4.0,7.0,3.0,1.0,,,13.0,16.0,1.0,1.0,,1.0,2.0,84.0
8,"Ward, Callan",13,6,17,30,1,,2.0,3.0,,7.0,8.0,1.0,,1.0,,14.0,18.0,1.0,1.0,1.0,,,90.0
6,"Whitfield, Lachie",22,12,4,26,,,,2.0,5.0,2.0,2.0,3.0,2.0,1.0,,7.0,19.0,1.0,1.0,2.0,2.0,,88.0
16 ↑,"Wilson, Nathan",5,1,4,9,,,,2.0,2.0,,,,1.0,,,3.0,7.0,,,2.0,,1.0,45.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,93,199,397,11,11.0,38.0,76.0,36.0,42.0,39.0,49.0,9.0,16.0,,125.0,271.0,7.0,18.0,46.0,19.0,11.0,
Opposition,Opposition,209,85,180,389,18,11.0,50.0,60.0,26.0,56.0,40.0,36.0,16.0,9.0,6.0,156.0,237.0,18.0,14.0,43.0,9.0,14.0,
