Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",18,8,6,24,,,,4.0,5.0,1.0,1.0,3.0,1.0,,,3.0,16.0,,,3.0,,,92.0
4,"Aish, James",13,5,7,20,,,,2.0,1.0,4.0,2.0,3.0,2.0,,,6.0,14.0,1.0,,,2.0,,84.0
17,"Beams, Claye",6,2,6,12,1,,,5.0,,1.0,2.0,1.0,,,,6.0,6.0,,1.0,,,1.0,83.0
16,"Brown, Jonathan",1,2,1,2,,,,2.0,,,,3.0,,3.0,,,2.0,,,1.0,,,96.0
42,"Clarke, Justin",9,6,1,10,,,,,3.0,2.0,,2.0,,2.0,,,10.0,,,7.0,1.0,1.0,92.0
33,"Close, Michael",2,2,2,4,2,,,2.0,,2.0,,3.0,,2.0,,3.0,2.0,1.0,,,,,90.0
26,"Cutler, Tom",10,8,3,13,,,,1.0,1.0,1.0,,3.0,,1.0,,1.0,12.0,,,3.0,4.0,,83.0
27,"Gardiner, Darcy",11,8,4,15,,,,2.0,3.0,,,3.0,2.0,2.0,,4.0,10.0,,,7.0,,,91.0
41,"Golby, Mitch",16,7,7,23,,,,2.0,8.0,2.0,2.0,2.0,,,,7.0,13.0,,,4.0,2.0,,88.0
6,"Green, Josh",9,3,4,13,3,,,3.0,,4.0,3.0,1.0,,1.0,,5.0,8.0,,2.0,,,,83.0
11,"Hanley, Pearce",9,6,8,17,,1.0,1.0,7.0,1.0,3.0,3.0,4.0,2.0,2.0,,5.0,12.0,,,,1.0,,78.0
35,"Lester, Ryan",11,6,10,21,,,1.0,4.0,4.0,3.0,4.0,4.0,,,,7.0,12.0,,,1.0,1.0,,74.0
19,"Lisle, Jordan",8,5,3,11,,,,3.0,2.0,1.0,,,1.0,,,2.0,9.0,1.0,,4.0,,,90.0
21,"Merrett, Daniel",6,6,3,9,,,4.0,1.0,3.0,,,1.0,,1.0,,2.0,7.0,,,2.0,,,90.0
39,"Paine, Jackson",7,3,7,14,,,,3.0,4.0,2.0,,5.0,,1.0,,4.0,10.0,,,3.0,,,94.0
22,"Paparone, Marco",8,5,5,13,,,,2.0,1.0,,1.0,2.0,1.0,1.0,,4.0,9.0,,,,,,73.0
29,"Raines, Andrew",7,3,6,13,,,,3.0,2.0,1.0,1.0,4.0,,2.0,,2.0,11.0,,,2.0,,,79.0
30,"Redden, Jack",17,8,8,25,,,,6.0,2.0,5.0,7.0,2.0,1.0,2.0,,13.0,12.0,,,4.0,,1.0,81.0
18 ↑,"Robertson, Nick",2,2,3,5,,,,2.0,,,1.0,2.0,,,,2.0,3.0,,,1.0,,,26.0
28,"Taylor, Lewis",11,8,9,20,,,,3.0,1.0,1.0,1.0,,,,,4.0,16.0,,,,,1.0,88.0
13,"West, Trent",4,2,6,10,,,25.0,3.0,,3.0,4.0,3.0,2.0,2.0,,6.0,3.0,,,5.0,,,84.0
15 ↓,"Zorko, Dayne",1,,2,3,,,,2.0,,1.0,,1.0,2.0,1.0,,2.0,1.0,,,,,,59.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,105,111,297,6,2.0,31.0,62.0,41.0,37.0,32.0,52.0,14.0,23.0,,88.0,198.0,3.0,3.0,47.0,11.0,4.0,
Opposition,Opposition,225,104,192,417,17,23.0,45.0,53.0,31.0,61.0,42.0,36.0,23.0,14.0,6.0,147.0,271.0,15.0,21.0,43.0,12.0,10.0,
