Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",24y 286d,100 (44-2-54 45.00%),29 (0.29),←,
18,"Banfield, Todd",20y 61d,22 (7-0-15 31.82%),27 (1.23),←,
20,"Black, Simon",31y 147d,274 (158-4-112 58.39%),159 (0.58),←,
17,"Brennan, Jared",26y 31d,119 (55-3-61 47.48%),75 (0.63),←,
1,"Clark, Mitch",22y 313d,65 (28-2-35 44.62%),34 (0.52),←,
22,"Collier, Tom",21y 156d,20 (7-0-13 35.00%),2 (0.10),←,
42,"Hanley, Pearce",21y 286d,12 (3-0-9 25.00%),3 (0.25),←,
26,"Harwood, Ryan",19y 21d,6 (2-0-4 33.33%),3 (0.50),←,
23,"Leuenberger, Matthew",22y 82d,44 (18-1-25 42.05%),5 (0.11),←,
9,"McGrath, Ashley",27y 100d,155 (82-2-71 53.55%),109 (0.70),←,
21,"Merrett, Daniel",25y 259d,103 (45-3-55 45.15%),17 (0.17),←,
24,"Patfull, Joel",25y 264d,99 (43-3-53 44.95%),21 (0.21),←,
31,"Polkinghorne, James",21y 219d,39 (18-1-20 47.44%),21 (0.54),←,
6,"Power, Luke",30y 232d,262 (148-3-111 57.06%),207 (0.79),←,
2,"Proud, Albert",21y 356d,29 (14-0-15 48.28%),10 (0.34),←,
30,"Redden, Jack",19y 262d,32 (13-1-18 42.19%),10 (0.31),←,
10,"Rich, Daniel",20y 82d,46 (21-1-24 46.74%),20 (0.43),←,
35,"Rischitelli, Michael",24y 232d,111 (49-3-59 45.50%),47 (0.42),←,
38,"Rockliff, Tom",20y 187d,20 (5-0-15 25.00%),4 (0.20),←,
11,"Sherman, Justin",23y 214d,114 (48-3-63 43.42%),85 (0.75),←,
14,"Staker, Brent",26y 97d,132 (71-1-60 54.17%),94 (0.71),22 (7-0-15 31.82%),10 (0.45)
32,"Stiller, Cheynee",24y 117d,76 (33-3-40 45.39%),18 (0.24),←,
Totals,Totals,23y 265d,1880 (912-36-932 48.51%),1000 (0.53),,
C,"Voss, Michael",35y 52d,46 (21-1-24 46.74%),,←,
