Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",22y 237d,70 (34-0-36 48.57%),34 (0.49),←,
5,"Broadbent, Matthew",20y 237d,15 (6-0-9 40.00%),4 (0.27),←,
20,"Brogan, Dean",32y 102d,163 (96-1-66 59.20%),48 (0.29),←,
27,"Carlile, Alipate",23y 330d,75 (33-0-42 44.00%),4 (0.05),←,
1,"Cassisi, Domenic",28y 185d,172 (93-1-78 54.36%),68 (0.40),←,
30,"Chaplin, Troy",25y 31d,102 (47-1-54 46.57%),9 (0.09),←,
18,"Cornes, Kane",28y 80d,207 (115-1-91 55.80%),80 (0.39),←,
17,"Gray, Robbie",22y 361d,47 (22-0-25 46.81%),70 (1.49),←,
2,"Hitchcock, Cameron",20y 266d,18 (6-0-12 33.33%),20 (1.11),←,
47,"Irons, Jarrad",18y 187d,1 (0-0-1 0.00%),2 (2.00),←,
44,"Logan, Tom",25y 267d,73 (28-0-45 38.36%),20 (0.27),70 (28-0-42 40.00%),20 (0.29)
13,"OShea, Cameron",19y 13d,1 (0-0-1 0.00%),,←,
6,"Pearce, Danyle",24y 353d,116 (52-0-64 44.83%),67 (0.58),←,
29,"Pittard, Jasper",19y 359d,1 (0-0-1 0.00%),,←,
15,"Rodan, David",27y 169d,151 (59-0-92 39.07%),116 (0.77),86 (40-0-46 46.51%),73 (0.85)
3,"Salopek, Steven",25y 278d,110 (53-0-57 48.18%),50 (0.45),←,
28,"Schulz, Jay",25y 342d,88 (33-2-53 38.64%),92 (1.05),17 (9-0-8 52.94%),34 (2.00)
43,"Stewart, Daniel",22y 147d,12 (4-0-8 33.33%),12 (1.00),←,
14,"Stewart, Paul",23y 259d,39 (15-0-24 38.46%),4 (0.10),←,
21,"Thomas, Matt",24y 27d,50 (18-0-32 36.00%),16 (0.32),←,
12,"Trengove, Jackson",20y 144d,20 (7-0-13 35.00%),3 (0.15),←,
39,"Westhoff, Justin",24y 176d,70 (33-0-37 47.14%),97 (1.39),←,
Totals,Totals,23y 356d,1601 (754-6-841 47.10%),816 (0.51),,
C,"Primus, Matthew",36y 73d,8 (5-0-3 62.50%),,←,
