Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
22,"Blakey, Nick",21y 161d,53 (23-0-30 43.40%),30 (0.57),←,
4,"Clarke, Ryan",24y 51d,67 (24-0-43 35.82%),11 (0.16),27 (7-0-20 25.93%),3 (0.11)
7,"Cunningham, Harry",27y 244d,148 (87-0-61 58.78%),48 (0.32),←,
34,"Dawson, Jordan",24y 120d,61 (28-0-33 45.90%),32 (0.52),←,
13,"Florent, Oliver",23y 16d,90 (44-0-46 48.89%),31 (0.34),←,
42,"Fox, Robbie",28y 113d,50 (19-0-31 38.00%),8 (0.16),←,
23,"Franklin, Lance",34y 189d,316 (199-1-116 63.13%),986 (3.12),134 (90-0-44 67.16%),406 (3.03)
21,"Gulden, Errol",19y 20d,15 (10-0-5 66.67%),12 (0.80),←,
9,"Hayward, Will",22y 285d,86 (43-0-43 50.00%),97 (1.13),←,
5,"Heeney, Isaac",25y 94d,126 (79-0-47 62.70%),140 (1.11),←,
29,"Hewett, George",25y 221d,117 (69-0-48 58.97%),32 (0.27),←,
31,"Hickey, Tom",30y 154d,120 (47-2-71 40.00%),41 (0.34),18 (12-0-6 66.67%),9 (0.50)
12,"Kennedy, Josh",33y 48d,278 (168-2-108 60.79%),155 (0.56),265 (163-2-100 61.89%),151 (0.57)
44,"Lloyd, Jake",27y 321d,174 (106-0-68 60.92%),31 (0.18),←,
30,"McCartin, Tom",21y 220d,67 (34-0-33 50.75%),28 (0.42),←,
27,"McInerney, Justin",20y 354d,28 (14-0-14 50.00%),12 (0.43),←,
11,"Papley, Tom",25y 25d,119 (68-0-51 57.14%),182 (1.53),←,
26,"Parker, Luke",28y 286d,232 (142-1-89 61.42%),175 (0.75),←,
24,"Rampe, Dane",31y 66d,187 (119-1-67 63.90%),6 (0.03),←,
20,"Reid, Sam",29y 223d,162 (101-2-59 62.96%),165 (1.02),←,
8,"Rowbottom, James",20y 322d,42 (17-0-25 40.48%),13 (0.31),←,
3,"Stephens, Dylan",20y 211d,15 (6-0-9 40.00%),3 (0.20),←,
45,"Wicks, Sam",21y 327d,26 (15-0-11 57.69%),17 (0.65),←,
Totals,Totals,25y 209d,2579 (1462-9-1108 56.69%),2255 (0.87),,
C,"Longmire, John",50y 219d,255 (157-2-96 61.96%),,←,
