Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"AhMat, Robert",4,,4,8,,1.0,,1.0,,1.0,,,,,,,,,,,,,
41,"Cook, Troy",5,1,8,13,,1.0,,,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,
8,"Cresswell, Daryn",15,6,3,18,,,,,4.0,4.0,1.0,1.0,,2.0,,,,,,,,,
28,"Crouch, Jared",5,,5,10,,,,1.0,,3.0,2.0,,,,,,,,,,,,
6,"Dunkley, Andrew",3,2,4,7,,,,1.0,2.0,,,,,,,,,,,,,,
10,"Filandia, Peter",5,3,6,11,,2.0,,2.0,,1.0,2.0,,1.0,,,,,,,,,,
14,"Kelly, Paul",2,1,,2,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,
3,"Lewis, Dale",11,6,4,15,2,1.0,,,,4.0,2.0,2.0,,1.0,,,,,,,,,
4,"Lockett, Tony",15,12,,15,12,1.0,,,,1.0,,,2.0,2.0,3.0,,,,,,,,
34,"Luff, Troy",9,5,2,11,1,,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,
11,"Maxfield, Stuart",12,4,5,17,,,,,1.0,8.0,1.0,,,,,,,,,,,,
17,"Mooney, Jason",4,,6,10,,,1.0,,2.0,,3.0,,,,,,,,,,,,
23,"Nicks, Matthew",11,4,9,20,1,,,3.0,5.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,
12,"OFarrell, Brett",6,3,4,10,,,6.0,,,3.0,1.0,,,1.0,,,,,,,,,
19,"OLoughlin, Michael",17,6,7,24,1,1.0,,3.0,1.0,7.0,2.0,,,1.0,,,,,,,,,
24,"Orchard, Mark",7,1,10,17,,,,,5.0,1.0,,1.0,,,,,,,,,,,
1,"Roos, Paul",9,6,14,23,,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,
22,"Saddington, Jason",8,1,6,14,,1.0,,1.0,1.0,5.0,2.0,,,,,,,,,,,,
2,"Schwass, Wayne",19,6,11,30,1,1.0,1.0,1.0,3.0,6.0,3.0,,3.0,2.0,1.0,,,,,,,,
7,"Seymour, Brad",5,3,4,9,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,
20,"Stevens, John",7,2,5,12,,,,,2.0,3.0,,,,,,,,,,,,,
33,"Warfe, Rowan",9,3,4,13,,,,,2.0,3.0,1.0,4.0,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,75,121,309,18,10.0,11.0,15.0,33.0,62.0,28.0,13.0,11.0,16.0,6.0,,,,,,,,
Opposition,Opposition,173,83,88,261,12,12.0,38.0,12.0,36.0,53.0,21.0,9.0,16.0,11.0,,,,,,,,,
