Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",16,2,7,23,,1.0,,1.0,,,,,,2.0,,,,,,,,,
8,"Anderson, Dean",21,2,7,28,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
7,"Ayres, Gary",8,4,18,26,1,,,4.0,,,,,2.0,,,,,,,,,,
23,"Brereton, Dermott",1,1,,1,1,,,,,,,,,,,,,,,,,,
4,"Collins, Andrew",13,5,9,22,3,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Condon, Anthony",19,3,13,32,,,1.0,3.0,,,,,,1.0,,,,,,,,,
26,"Cooper, Paul",12,5,4,16,,,,2.0,,,,,2.0,1.0,,,,,,,,,
13,"Dear, Paul",13,6,10,23,1,1.0,1.0,,,,,,,2.0,,,,,,,,,
19,"Dunstall, Jason",12,4,2,14,5,2.0,,2.0,,,,,3.0,,,,,,,,,,
6,"Hall, Tony",15,9,10,25,5,2.0,,,,,,,,4.0,2.0,,,,,,,,
33,"Hudson, Paul",24,6,8,32,5,5.0,,,,,,,1.0,1.0,1.0,,,,,,,,
11,"Jarman, Darren",6,3,4,10,,3.0,,2.0,,,,,2.0,3.0,,,,,,,,,
1,"Jencke, Ray",13,4,4,17,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
24,"Langford, Chris",10,3,4,14,,,,1.0,,,,,1.0,,,,,,,,,,
12,"Lawrence, Stephen",11,5,3,14,2,,20.0,1.0,,,,,1.0,3.0,,,,,,,,,
31,"Madigan, Greg",1,,6,7,,,,,,,,,2.0,,,,,,,,,,
2,"Mew, Chris",15,5,4,19,1,,,,,,,,1.0,,,,,,,,,,
35,"Morrissey, James",15,6,1,16,1,2.0,,2.0,,,,,1.0,,,,,,,,,,
44,"Platten, John",22,2,9,31,2,2.0,,7.0,,,,,6.0,,3.0,,,,,,,,
18,"Pritchard, Darrin",14,3,11,25,,3.0,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,261,78,134,395,28,27.0,23.0,30.0,,,,,25.0,20.0,6.0,,,,,,,,
Opposition,Opposition,164,55,86,250,10,9.0,13.0,23.0,,,,,20.0,25.0,,,,,,,,,
