Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",6,3,4,10,1,,,1.0,,3.0,,1.0,3.0,4.0,,7.0,4.0,,,4.0,,,
11,"Archer, Glenn",13,6,3,16,2,,,1.0,3.0,2.0,,,,2.0,,9.0,7.0,3.0,2.0,4.0,,,
26,"Bell, Peter",18,8,8,26,2,1.0,,3.0,3.0,4.0,1.0,2.0,2.0,1.0,,7.0,20.0,,2.0,,3.0,,
12,"Blakey, John",13,8,9,22,,,,,6.0,2.0,5.0,1.0,2.0,1.0,,9.0,11.0,1.0,1.0,3.0,3.0,,
22,"Burton, Matthew",,,2,2,,,7.0,1.0,,,2.0,2.0,,,,2.0,,,,1.0,,,
16,"Capuano, Mathew",1,,2,3,,,2.0,,,,3.0,2.0,,,,3.0,,,,,,,
18,"Carey, Wayne",7,2,1,8,3,1.0,1.0,4.0,1.0,2.0,,2.0,2.0,,,4.0,4.0,,,1.0,,,
23,"Clayton, Shane",7,4,3,10,,,,2.0,1.0,1.0,2.0,,1.0,,,4.0,7.0,,,1.0,,,
45,"Cochrane, Stuart",3,1,2,5,,,,1.0,,3.0,,1.0,,,,1.0,4.0,,,,,,
2,"Colbert, Leigh",4,2,4,8,,,,1.0,1.0,,,,,,,7.0,1.0,2.0,,1.0,,,
6,"Grant, Shannon",8,3,2,10,,,,1.0,,3.0,3.0,1.0,,1.0,,5.0,5.0,,,1.0,,,
29,"Harvey, Brent",9,3,6,15,,,,3.0,2.0,4.0,5.0,3.0,,,,7.0,6.0,,,4.0,1.0,,
34,"King, David",10,3,1,11,1,1.0,,1.0,5.0,1.0,2.0,3.0,2.0,1.0,,4.0,4.0,,1.0,,,,
35,"Makepeace, Troy",9,1,2,11,,,,4.0,,2.0,2.0,2.0,2.0,3.0,,6.0,4.0,,,2.0,,,
4,"Martyn, Mick",8,2,2,10,,,,,6.0,,2.0,2.0,2.0,,,7.0,2.0,,,4.0,,,
5,"McCartney, Jason",8,6,5,13,,,6.0,1.0,1.0,3.0,,1.0,,,,8.0,5.0,3.0,,2.0,1.0,,
31,"McKernan, Corey",13,6,2,15,1,,13.0,1.0,,6.0,7.0,,3.0,4.0,,10.0,4.0,2.0,1.0,,,,
28,"Pickett, Byron",9,1,1,10,,,,3.0,4.0,1.0,1.0,4.0,,,,2.0,3.0,,,1.0,4.0,,
13,"Pike, Martin",10,,4,14,,,,2.0,3.0,2.0,3.0,1.0,,,,11.0,3.0,,,2.0,1.0,,
24,"Sholl, Craig",11,7,1,12,7,,,,,,,1.0,1.0,,,10.0,2.0,6.0,6.0,1.0,,,
7,"Simpson, Adam",13,3,,13,,,1.0,3.0,2.0,2.0,3.0,2.0,1.0,,,3.0,7.0,,,3.0,,,
10,"Stevens, Anthony",9,2,,9,,,,6.0,1.0,2.0,2.0,4.0,1.0,3.0,,2.0,8.0,,,5.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,71,64,253,17,4.0,30.0,39.0,39.0,43.0,43.0,35.0,22.0,20.0,,128.0,111.0,17.0,13.0,40.0,14.0,,
Opposition,Opposition,217,80,117,334,23,18.0,47.0,43.0,26.0,70.0,44.0,38.0,20.0,22.0,,146.0,185.0,7.0,18.0,48.0,6.0,,
