North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",24y 347d,100 (48-1-51 48.50%),100 (1.00),←,
11,"Archer, Glenn",20y 45d,15 (8-0-7 53.33%),5 (0.33),←,
14,"Buckley, Ben",25y 313d,71 (30-0-41 42.25%),15 (0.21),←,
18,"Carey, Wayne",21y 346d,67 (34-0-33 50.75%),139 (2.07),←,
23,"Clarkson, Alastair",25y 11d,64 (26-2-36 42.19%),54 (0.84),←,
6,"Fairley, Ian",28y 232d,148 (72-2-74 49.32%),143 (0.97),←,
29,"German, Peter",28y 95d,165 (80-3-82 49.39%),193 (1.17),←,
26,"Ishchenko, Alex",29y 18d,95 (38-0-57 40.00%),34 (0.36),23 (12-0-11 52.17%),9 (0.39)
7,"Laidley, Dani",26y 42d,59 (35-1-23 60.17%),11 (0.19),7 (6-0-1 85.71%),
35,"Longmire, John",22y 128d,97 (45-1-51 46.91%),316 (3.26),←,
4,"Martyn, Mick",24y 250d,101 (48-1-52 48.02%),10 (0.10),←,
41,"McAdam, Adrian",22y 57d,3 (3-0-0 100.00%),23 (7.67),←,
8,"Pyman, Robert",21y 214d,5 (5-0-0 100.00%),4 (0.80),←,
22,"Roberts, Mark",27y 314d,97 (39-0-58 40.21%),43 (0.44),20 (13-0-7 65.00%),24 (1.20)
3,"Rock, Anthony",22y 221d,54 (28-0-26 51.85%),56 (1.04),←,
1,"Romero, Jose",21y 280d,65 (33-0-32 50.77%),82 (1.26),←,
2,"Schwass, Wayne",24y 162d,86 (40-0-46 46.51%),43 (0.50),←,
24,"Sholl, Craig",25y 129d,71 (37-0-34 52.11%),13 (0.18),←,
15,"Smith, Ross",28y 94d,158 (74-2-82 47.47%),33 (0.21),←,
10,"Stevens, Anthony",21y 310d,49 (25-0-24 51.02%),20 (0.41),←,
Totals,Totals,24y 235d,1570 (748-13-809 47.64%),1337 (0.85),,
C,"Pagan, Denis",45y 226d,7 (6-0-1 85.71%),,←,
