Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",20,4,9,29,,2.0,,4.0,2.0,5.0,3.0,4.0,,,,7.0,19.0,1.0,,,2.0,1.0,84.0
20,"Barlow, Michael",9,1,20,29,1,,,3.0,3.0,2.0,4.0,3.0,,,,10.0,17.0,,,,,,87.0
29,"Bowes, Jack",9,3,9,18,,,,3.0,3.0,1.0,,3.0,,2.0,,6.0,13.0,,,2.0,,,62.0
31,"Brooksby, Keegan",7,8,12,19,,,,4.0,4.0,,,1.0,,1.0,,6.0,10.0,,,9.0,,,93.0
8,"Fiorini, Brayden",14,10,10,24,,,,3.0,2.0,3.0,3.0,2.0,,,,3.0,20.0,,,,,,77.0
33,"Hall, Aaron",15,4,22,37,,1.0,,8.0,6.0,4.0,4.0,3.0,,,,10.0,25.0,,,1.0,1.0,,77.0
5,"Harbrow, Jarrod",20,7,15,35,,1.0,,,8.0,4.0,1.0,4.0,2.0,,,8.0,29.0,1.0,,3.0,1.0,,78.0
38,"Joyce, Jesse",10,2,9,19,1,,,2.0,1.0,2.0,,5.0,2.0,2.0,,7.0,13.0,,,1.0,,,73.0
10,"Kolodjashnij, Kade",12,9,14,26,1,,,7.0,5.0,3.0,1.0,2.0,,,,2.0,23.0,,,2.0,2.0,,82.0
23,"Lemmens, Sean",8,2,8,16,,1.0,,1.0,1.0,4.0,,,2.0,,,10.0,6.0,1.0,,2.0,,,86.0
21,"Leslie, Jack",11,7,7,18,,,,3.0,3.0,,,2.0,2.0,2.0,,7.0,13.0,1.0,,15.0,,,97.0
19,"Lynch, Tom",4,4,5,9,,1.0,,,1.0,,,,1.0,,,3.0,6.0,,1.0,1.0,,,96.0
25,"Lyons, Jarryd",9,4,17,26,1,,,5.0,,4.0,6.0,4.0,1.0,1.0,,17.0,10.0,,1.0,1.0,,,78.0
4,"Martin, Jack",10,3,5,15,,1.0,,5.0,2.0,3.0,1.0,5.0,,2.0,,3.0,12.0,,,,,,81.0
32,"Matera, Brandon",10,3,10,20,,1.0,,3.0,2.0,,1.0,1.0,3.0,,,8.0,11.0,,,,,1.0,73.0
17,"May, Steven",16,7,6,22,,,,,4.0,2.0,,1.0,,1.0,,6.0,11.0,2.0,,7.0,1.0,,91.0
11,"Miller, Touk",7,2,14,21,,1.0,,4.0,3.0,1.0,2.0,2.0,,1.0,,7.0,16.0,,,4.0,,,72.0
42,"Saad, Adam",9,4,11,20,,1.0,,4.0,6.0,2.0,,7.0,2.0,4.0,,8.0,15.0,,,4.0,4.0,,89.0
40,"Scheer, Brad",1,2,9,10,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,8.0,,,,,1.0,76.0
6,"Sexton, Alex",6,1,5,11,,,,1.0,,4.0,1.0,8.0,,2.0,,3.0,10.0,,,4.0,3.0,,71.0
28,"Witts, Jarrod",6,1,13,19,,1.0,34.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,,10.0,8.0,,,3.0,,,86.0
30,"Wright, Peter",8,5,8,16,,1.0,3.0,2.0,1.0,2.0,3.0,5.0,3.0,1.0,,5.0,11.0,,1.0,2.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,93,238,459,4,14.0,37.0,67.0,58.0,48.0,33.0,65.0,19.0,21.0,,148.0,306.0,6.0,3.0,61.0,14.0,3.0,
Opposition,Opposition,255,102,197,452,16,14.0,42.0,73.0,41.0,75.0,42.0,57.0,21.0,19.0,6.0,168.0,279.0,9.0,9.0,53.0,11.0,8.0,
