Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
16,"Aarts, Jake",26y 256d,35 (19-1-15 55.71%),32 (0.91),←,
12,"Astbury, David",30y 176d,155 (86-4-65 56.77%),9 (0.06),←,
7,"Baker, Liam",23y 206d,64 (42-2-20 67.19%),17 (0.27),←,
29,"Bolton, Shai",22y 256d,67 (43-2-22 65.67%),57 (0.85),←,
11,"Castagna, Jason",25y 40d,118 (78-2-38 66.95%),115 (0.97),←,
41,"Chol, Mabior",24y 204d,31 (19-1-11 62.90%),24 (0.77),←,
40,"Coleman-Jones, Callum",22y 69d,9 (4-1-4 50.00%),11 (1.22),←,
26,"Collier-Dawkins, Riley",21y 199d,9 (4-1-4 50.00%),3 (0.33),←,
27,"Dow, Thomson",19y 309d,7 (3-1-3 50.00%),,←,
34,"Graham, Jack",23y 177d,77 (53-2-22 70.13%),32 (0.42),←,
2,"Grimes, Dylan",30y 36d,192 (121-2-69 63.54%),3 (0.02),←,
19,"Lynch, Tom",28y 294d,193 (77-3-113 40.67%),384 (1.99),62 (40-2-20 66.13%),130 (2.10)
36,"Martyn, Will",20y 145d,3 (0-1-2 16.67%),,←,
33,"McIntosh, Kamdyn",27y 140d,125 (82-1-42 66.00%),33 (0.26),←,
46,"Miller, Ben",21y 355d,1 (0-1-0 50.00%),,←,
37,"Parker, Matthew",25y 208d,25 (11-1-13 46.00%),19 (0.76),6 (2-1-3 41.67%),3 (0.50)
50,"Pickett, Marlion",29y 227d,38 (22-2-14 60.53%),7 (0.18),←,
8,"Riewoldt, Jack",32y 294d,305 (160-6-139 53.44%),715 (2.34),←,
17,"Rioli, Daniel",24y 127d,114 (73-2-39 64.91%),89 (0.78),←,
5,"Ross, Jack",20y 352d,29 (16-1-12 56.90%),3 (0.10),←,
15,"Short, Jayden",25y 209d,114 (72-2-40 64.04%),21 (0.18),←,
44,"Stack, Sydney",21y 115d,33 (19-2-12 60.61%),14 (0.42),←,
1,"Vlastuin, Nick",27y 124d,173 (110-2-61 64.16%),27 (0.16),←,
Totals,Totals,25y 22d,1917 (1114-43-760 58.11%),1615 (0.84),,
C,"Hardwick, Damien",49y 3d,274 (154-4-116 56.93%),,←,
