Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",10,1,5,15,,1.0,1.0,5.0,,,,,3.0,1.0,,,,,,,,,
14,"Armstrong, Matt",27,5,14,41,1,2.0,,7.0,,,,,2.0,2.0,1.0,,,,,,,,
32,"Baldwin, Jason",13,2,2,15,1,2.0,,2.0,,,,,2.0,3.0,,,,,,,,,
17,"Broderick, Paul",16,4,18,34,4,1.0,,5.0,,,,,4.0,,,,,,,,,,
22,"Caven, Peter",5,1,2,7,,1.0,,5.0,,,,,2.0,,,,,,,,,,
2,"Dundas, Matthew",11,3,8,19,,2.0,,1.0,,,,,4.0,,,,,,,,,,
18,"Dunstan, Michael",14,3,4,18,,1.0,,6.0,,,,,1.0,,,,,,,,,,
28,"Elliott, Jamie",6,2,9,15,,,,4.0,,,,,1.0,,,,,,,,,,
7,"Gale, Michael",14,5,14,28,1,1.0,,5.0,,,,,2.0,,3.0,,,,,,,,
6,"Guard, Jeremy",8,2,7,15,,,,4.0,,,,,1.0,1.0,,,,,,,,,
19,"Harding, Dean",8,2,6,14,1,2.0,,1.0,,,,,1.0,3.0,,,,,,,,,
11,"Lynch, Alastair",15,9,4,19,2,2.0,2.0,2.0,,,,,4.0,,,,,,,,,,
30,"Manson, James",2,3,12,14,1,,13.0,1.0,,,,,1.0,3.0,,,,,,,,,
25,"McCarthy, John",10,8,2,12,7,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
1,"Roos, Paul",16,6,11,27,,1.0,,1.0,,,,,1.0,,2.0,,,,,,,,
3,"Seecamp, Marcus",6,4,15,21,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
33,"Stephens, Brett",4,3,8,12,1,2.0,2.0,3.0,,,,,1.0,1.0,,,,,,,,,
12,"Wheildon, Darren",8,4,,8,4,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",11,1,5,16,1,,,1.0,,,,,1.0,,,,,,,,,,
16,"Zanotti, Mark",7,3,7,14,,,,3.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,71,153,364,24,23.0,18.0,60.0,,,,,35.0,20.0,6.0,,,,,,,,
Opposition,Opposition,155,40,100,255,11,8.0,16.0,42.0,,,,,20.0,35.0,,,,,,,,,
