Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",8,4,8,16,,2.0,,2.0,,2.0,,,1.0,,,6.0,10.0,,1.0,,,1.0,78.0
38,"Byrne, Ciaran",6,3,3,9,,,,1.0,1.0,,,2.0,1.0,2.0,,2.0,7.0,1.0,,5.0,,,76.0
41,"Casboult, Levi",,1,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,6.0
9,"Cripps, Patrick",9,5,21,30,,1.0,1.0,7.0,3.0,2.0,8.0,2.0,1.0,,3.0,16.0,14.0,,1.0,,,2.0,82.0
35,"Curnow, Ed",15,5,12,27,,,,7.0,3.0,7.0,5.0,1.0,2.0,,,13.0,15.0,,,,,3.0,91.0
15,"Docherty, Sam",22,13,11,33,,,,4.0,7.0,3.0,1.0,5.0,,1.0,1.0,9.0,21.0,2.0,,6.0,1.0,1.0,96.0
33,"Everitt, Andrejs",8,6,9,17,3,1.0,1.0,2.0,,4.0,,2.0,1.0,,,6.0,10.0,,2.0,,,1.0,84.0
4,"Gibbs, Bryce",18,5,12,30,1,,3.0,7.0,2.0,2.0,6.0,1.0,3.0,,2.0,10.0,19.0,,,,,1.0,82.0
40,"Jamison, Michael",6,6,1,7,,,,1.0,3.0,1.0,,1.0,,,,,8.0,,,7.0,,,84.0
14,"Jones, Liam",8,6,,8,2,2.0,,1.0,,3.0,,2.0,2.0,1.0,,5.0,3.0,3.0,3.0,3.0,,,89.0
11,"Kerridge, Sam",6,4,9,15,,,2.0,3.0,1.0,1.0,2.0,2.0,,,,6.0,9.0,,,2.0,,1.0,88.0
8,"Kreuzer, Matthew",8,6,7,15,2,,38.0,2.0,,4.0,4.0,1.0,1.0,1.0,,7.0,8.0,3.0,2.0,2.0,,,80.0
13,"Lamb, Jed",9,3,4,13,2,1.0,,4.0,1.0,1.0,2.0,1.0,2.0,,,7.0,7.0,,2.0,1.0,,,83.0
3,"Murphy, Marc",14,3,12,26,1,,,3.0,2.0,4.0,4.0,7.0,1.0,1.0,,9.0,15.0,,,1.0,,,78.0
20,"Plowman, Lachie",13,9,4,17,,,,4.0,3.0,1.0,,2.0,,1.0,,1.0,15.0,,,5.0,,,92.0
17,"Rowe, Sam",10,8,3,13,1,1.0,12.0,,1.0,,3.0,2.0,3.0,,,5.0,8.0,1.0,3.0,4.0,,,92.0
6,"Simpson, Kade",20,10,5,25,,,,4.0,5.0,2.0,,4.0,3.0,1.0,,7.0,19.0,,,3.0,,,93.0
19,"Sumner, Liam",6,2,5,11,1,,,4.0,,2.0,,1.0,2.0,,,5.0,6.0,,2.0,1.0,,1.0,82.0
39,"Thomas, Dale",10,4,7,17,,,,3.0,1.0,2.0,,4.0,,1.0,,1.0,16.0,,,1.0,,1.0,86.0
42,"Tuohy, Zach",10,3,10,20,1,,,4.0,5.0,3.0,,,2.0,,,8.0,10.0,,,,,,85.0
1,"Walker, Andrew",10,1,5,15,,,2.0,3.0,1.0,3.0,,3.0,1.0,1.0,,4.0,11.0,,,4.0,,1.0,87.0
46,"Wright, Matthew",10,5,11,21,,,,4.0,,2.0,5.0,,,,,11.0,9.0,1.0,,1.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,112,159,385,14,9.0,59.0,70.0,39.0,49.0,40.0,44.0,26.0,11.0,6.0,139.0,240.0,12.0,17.0,46.0,1.0,13.0,
Opposition,Opposition,171,58,135,306,13,13.0,27.0,66.0,29.0,56.0,43.0,63.0,11.0,26.0,,136.0,170.0,10.0,6.0,54.0,7.0,9.0,
