Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",,,,,,,,1.0,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",9,2,7,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Bews, Andrew",1,2,4,5,,,,,,,,,,,,,,,,,,,
1,"Champion, Richard",10,7,2,12,3,,,1.0,,,,,,1.0,,,,,,,,,
16,"Clarke, Matthew",5,4,8,13,,,17.0,,,,,,1.0,,3.0,,,,,,,,
26,"Corcoran, Shannon",6,,2,8,,,,3.0,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",12,,7,19,,,,2.0,,,,,2.0,1.0,,,,,,,,,
8,"Gowers, Andrew",5,3,4,9,,,,,,,,,,1.0,,,,,,,,,
32,"Hart, Shaun",14,2,5,19,2,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",8,,1,9,,,,3.0,,,,,,1.0,,,,,,,,,
44,"Lappin, Nigel",11,3,4,15,3,4.0,,1.0,,,,,,1.0,,,,,,,,,
34,"Lawrence, Steven",7,,2,9,,,,,,,,,1.0,2.0,,,,,,,,,
23,"Leppitsch, Justin",4,,,4,,1.0,,1.0,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",7,2,10,17,1,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,
7,"McIvor, Scott",6,1,5,11,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
19,"McLean, Michael",10,2,9,19,,,,1.0,,,,,2.0,,,,,,,,,,
4,"McRae, Craig",7,1,3,10,,,,2.0,,,,,,,,,,,,,,,
24,"Merrett, Roger",5,2,5,10,5,,,,,,,,1.0,1.0,,,,,,,,,
38,"Scott, Dion",1,1,4,5,,,,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Voss, Michael",16,1,9,25,1,1.0,,2.0,,,,,,,,,,,,,,,
33,"White, Darryl",13,8,10,23,1,2.0,2.0,7.0,,,,,,1.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,157,41,101,258,17,13.0,20.0,30.0,,,,,14.0,13.0,4.0,,,,,,,,
Opposition,Opposition,160,41,109,269,14,10.0,23.0,50.0,,,,,13.0,14.0,2.0,,,,,,,,
