Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",8,4,2,10,,,,2.0,,,,,,1.0,,,,,,,,,
37,"Bassett, Adrian",6,2,4,10,1,,,2.0,,,,,,1.0,,,,,,,,,
21,"Bradley, Craig",19,6,7,26,1,1.0,,,,,,,,,2.0,,,,,,,,
16,"Buckley, Jim",12,1,1,13,2,1.0,,1.0,,,,,,2.0,,,,,,,,,
5,"Da Rui, Steven",8,,7,15,,,,,,,,,3.0,1.0,,,,,,,,,
35,"Dean, Peter",13,6,4,17,,,,,,,,,1.0,2.0,,,,,,,,,
24,"Dunlop, Jamie",3,,3,6,,,,,,,,,,2.0,,,,,,,,,
32,"Glascott, David",15,2,11,26,,,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Gleeson, Adrian",14,1,10,24,1,,,,,,,,,2.0,,,,,,,,,
13,"Hanna, Mil",15,6,7,22,1,,,,,,,,1.0,2.0,,,,,,,,,
11,"Hawker, Glenn",20,3,2,22,2,,,3.0,,,,,3.0,3.0,,,,,,,,,
4,"Kernahan, Stephen",14,8,1,15,2,3.0,1.0,6.0,,,,,2.0,2.0,,,,,,,,,
44,"Madden, Justin",10,3,3,13,,,14.0,1.0,,,,,3.0,5.0,,,,,,,,,
33,"Majerczak, Mark",6,1,2,8,1,,,3.0,,,,,1.0,,,,,,,,,,
23,"Meldrum, Paul",16,8,5,21,,,,,,,,,2.0,2.0,,,,,,,,,
30,"Murphy, Fraser",4,,1,5,1,,,,,,,,1.0,2.0,,,,,,,,,
26,"Rhys-Jones, David",8,5,5,13,5,1.0,,3.0,,,,,1.0,5.0,,,,,,,,,
36,"Rieniets, Tim",14,4,9,23,,,,3.0,,,,,1.0,3.0,,,,,,,,,
18,"Sartori, Peter",5,5,6,11,,2.0,1.0,,,,,,,1.0,,,,,,,,,
1,"Silvagni, Stephen",9,5,8,17,,,2.0,2.0,,,,,1.0,,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,70,98,317,17,9.0,18.0,27.0,,,,,21.0,37.0,5.0,,,,,,,,
Opposition,Opposition,200,47,87,287,13,13.0,11.0,22.0,,,,,37.0,21.0,1.0,,,,,,,,
