Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",17,7,1,18,,,,3.0,8.0,1.0,4.0,1.0,1.0,,,6.0,12.0,,1.0,1.0,1.0,,84.0
16,"Brown, Leigh",11,9,11,22,,,1.0,2.0,1.0,1.0,,2.0,2.0,1.0,,7.0,17.0,,,4.0,6.0,,100.0
2,"Colbert, Leigh",8,5,10,18,,,1.0,,1.0,1.0,,,1.0,,,6.0,12.0,1.0,,2.0,,1.0,100.0
24,"Firrito, Michael",7,4,1,8,,,,1.0,2.0,2.0,,1.0,,,,1.0,7.0,,,4.0,,,100.0
6,"Grant, Shannon",9,4,3,12,,2.0,,1.0,,4.0,1.0,2.0,1.0,,,5.0,7.0,,2.0,,1.0,2.0,84.0
31,"Hale, David",6,5,1,7,,1.0,8.0,1.0,,,,,1.0,,,1.0,6.0,,1.0,1.0,,,59.0
39,"Harding, Leigh",7,4,3,10,2,,,1.0,,2.0,,3.0,2.0,1.0,,3.0,7.0,,1.0,,1.0,,76.0
4,"Harris, Daniel",3,1,13,16,,,,8.0,,,6.0,3.0,1.0,2.0,2.0,10.0,6.0,,,2.0,,,70.0
29,"Harvey, Brent",16,7,7,23,1,2.0,,2.0,2.0,3.0,2.0,4.0,,1.0,,3.0,18.0,,2.0,1.0,4.0,1.0,92.0
21,"Jones, Corey",8,4,5,13,1,,1.0,1.0,,4.0,1.0,1.0,1.0,,,5.0,7.0,1.0,2.0,4.0,1.0,,83.0
40,"LeCras, Brent",3,1,2,5,,1.0,,1.0,,1.0,,1.0,1.0,,,3.0,2.0,,,1.0,,,42.0
35,"Makepeace, Troy",7,4,3,10,,,,2.0,6.0,,1.0,,1.0,,,4.0,6.0,,,1.0,1.0,,99.0
19,"Motlop, Daniel",4,3,1,5,1,1.0,,3.0,,2.0,,3.0,1.0,2.0,,2.0,4.0,,1.0,1.0,,,56.0
20,"Petrie, Drew",11,3,2,13,,1.0,15.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,,3.0,9.0,,,1.0,,,67.0
25,"Picioane, Lance",6,4,4,10,,,,1.0,,1.0,,1.0,,,,2.0,9.0,,,,1.0,,61.0
3,"Rawlings, Brady",9,5,8,17,,,,1.0,1.0,,1.0,,3.0,,,7.0,10.0,,,2.0,2.0,,97.0
7,"Simpson, Adam",12,11,9,21,,,,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,10.0,12.0,2.0,,1.0,3.0,,87.0
9,"Sinclair, Jess",20,12,6,26,,1.0,,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,6.0,21.0,1.0,,4.0,,,100.0
12,"Stevens, Michael",8,4,3,11,,,1.0,2.0,,5.0,1.0,,,,,2.0,9.0,,,,,,52.0
23,"Thompson, Nathan",11,7,1,12,3,6.0,,,,3.0,,5.0,1.0,2.0,,4.0,8.0,,6.0,,,1.0,99.0
36,"Watt, Shannon",9,7,4,13,,,,1.0,2.0,3.0,,,,,,5.0,8.0,2.0,,3.0,,,100.0
8,"Wells, Daniel",10,3,6,16,,2.0,,3.0,,2.0,1.0,,1.0,,,5.0,11.0,,,3.0,4.0,1.0,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,114,104,306,8,18.0,27.0,41.0,27.0,45.0,25.0,33.0,24.0,14.0,6.0,100.0,208.0,7.0,16.0,36.0,25.0,6.0,
Opposition,Opposition,176,99,118,294,6,8.0,18.0,38.0,37.0,35.0,20.0,45.0,14.0,24.0,,103.0,194.0,9.0,4.0,29.0,22.0,4.0,
