Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",12,1,7,19,2,,,,2.0,3.0,5.0,4.0,2.0,2.0,,16.0,4.0,1.0,,1.0,,2.0,94.0
11,"Bennell, Harley",11,3,10,21,1,,1.0,1.0,1.0,4.0,4.0,,,,,10.0,9.0,,3.0,2.0,1.0,,95.0
36,"Broughton, Greg",3,2,8,11,,,,3.0,1.0,,2.0,1.0,,1.0,,7.0,5.0,,,2.0,,,77.0
12 ↓,"Day, Sam",4,3,,4,2,1.0,,,,,,,,,,4.0,,3.0,2.0,,,,65.0
41 ↑,"Garlett, Jarrod",3,1,2,5,,,,,,1.0,,,,,,2.0,3.0,,,,,,32.0
15,"Gorringe, Daniel",5,3,7,12,1,,4.0,5.0,,1.0,3.0,1.0,2.0,,,5.0,8.0,,2.0,,,1.0,77.0
14,"Hallahan, Mitch",9,3,7,16,,1.0,,5.0,2.0,3.0,5.0,5.0,,2.0,,9.0,8.0,,,,,,70.0
5,"Harbrow, Jarrod",9,6,7,16,1,,,4.0,2.0,3.0,2.0,2.0,1.0,,,6.0,10.0,,,1.0,,,93.0
28,"Kolodjashnij, Kade",7,3,6,13,,,,,1.0,1.0,,2.0,1.0,2.0,,4.0,9.0,,,2.0,,,96.0
7,"Malceski, Nick",16,6,2,18,,,,3.0,3.0,4.0,,2.0,1.0,1.0,,2.0,13.0,,,2.0,1.0,,90.0
4,"Martin, Jack",7,7,4,11,,1.0,1.0,4.0,,3.0,,2.0,,,,6.0,5.0,3.0,3.0,,,1.0,76.0
17,"May, Steven",10,5,7,17,,,,1.0,4.0,2.0,2.0,1.0,,,,6.0,10.0,1.0,,10.0,1.0,1.0,92.0
18,"McKenzie, Trent",9,3,6,15,,,,2.0,3.0,,,7.0,2.0,1.0,,9.0,7.0,,,1.0,,,82.0
44,"Miller, Touk",5,2,1,6,1,1.0,,4.0,,,,2.0,1.0,1.0,,2.0,4.0,,1.0,,,,73.0
10,"Prestia, Dion",19,3,10,29,,2.0,,4.0,2.0,6.0,8.0,5.0,3.0,2.0,1.0,16.0,12.0,,2.0,5.0,,,79.0
35,"Rischitelli, Michael",16,6,5,21,2,1.0,1.0,2.0,1.0,2.0,5.0,1.0,,,,8.0,13.0,,1.0,3.0,,,81.0
42,"Saad, Adam",8,4,5,13,1,,,4.0,4.0,2.0,1.0,4.0,,2.0,,6.0,9.0,1.0,1.0,4.0,2.0,1.0,85.0
6,"Sexton, Alex",8,6,,8,1,1.0,,3.0,,3.0,,3.0,,3.0,,,8.0,,,2.0,1.0,1.0,90.0
26,"Shaw, Matt",13,5,3,16,,,,,1.0,3.0,,3.0,1.0,1.0,,5.0,11.0,1.0,,,,,92.0
2,"Smith, Zac",5,4,1,6,,,37.0,1.0,2.0,,1.0,3.0,1.0,2.0,,4.0,3.0,1.0,1.0,1.0,,,84.0
24,"Swallow, David",11,1,5,16,1,,1.0,6.0,2.0,4.0,5.0,2.0,1.0,1.0,,9.0,7.0,,,,,,85.0
16,"Thompson, Rory",7,3,1,8,,,,1.0,1.0,2.0,,,,,,,7.0,,,9.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,80,104,301,13,11.0,45.0,53.0,32.0,47.0,43.0,50.0,16.0,21.0,1.0,136.0,165.0,11.0,16.0,45.0,6.0,7.0,
Opposition,Opposition,221,98,126,347,17,13.0,34.0,66.0,31.0,52.0,34.0,41.0,21.0,16.0,5.0,150.0,198.0,16.0,11.0,37.0,3.0,10.0,
