St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
43,"Attard, Jayden",1,1,7,8,,,,2.0,,,1.0,,1.0,,,6.0,3.0,,,2.0,,,91.0
10,"Baker, Steven",11,4,6,17,2,,,4.0,1.0,2.0,,1.0,3.0,1.0,,5.0,14.0,,1.0,,,1.0,85.0
14,"Ball, Luke",8,3,6,14,,1.0,,,1.0,3.0,3.0,8.0,3.0,2.0,,6.0,9.0,1.0,1.0,,,,46.0
27,"Blake, Jason",6,5,7,13,,,,1.0,2.0,3.0,,2.0,2.0,1.0,,6.0,6.0,1.0,2.0,2.0,1.0,2.0,95.0
28,"Clarke, Matthew",5,4,10,15,,,12.0,1.0,,,3.0,2.0,1.0,2.0,,4.0,10.0,,,2.0,,,66.0
3,"Clarke, Xavier",15,7,5,20,1,1.0,,6.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,7.0,12.0,,3.0,1.0,2.0,1.0,77.0
26,"Dal Santo, Nick",14,6,5,19,,,,6.0,2.0,2.0,,1.0,2.0,,,6.0,13.0,,2.0,2.0,,1.0,82.0
17,"Fiora, Aaron",16,13,6,22,1,1.0,,3.0,2.0,9.0,1.0,3.0,2.0,,,5.0,17.0,,2.0,2.0,3.0,,94.0
6,"Fisher, Leigh",12,5,5,17,,,,5.0,1.0,,4.0,1.0,3.0,1.0,,7.0,10.0,2.0,,4.0,,,100.0
25,"Fisher, Sam",10,3,4,14,,,,1.0,2.0,2.0,,,2.0,,,4.0,10.0,,,5.0,3.0,1.0,100.0
9,"Gehrig, Fraser",16,10,3,19,4,3.0,,1.0,,4.0,,1.0,2.0,,1.0,7.0,10.0,3.0,5.0,1.0,,,98.0
18,"Goddard, Brendon",15,13,7,22,1,,,3.0,,5.0,1.0,5.0,1.0,3.0,,4.0,19.0,1.0,1.0,2.0,,,100.0
1,"Gram, Jason",12,4,3,15,,,,,5.0,2.0,,4.0,,2.0,,1.0,11.0,,,3.0,4.0,,100.0
35,"Harvey, Robert",14,11,6,20,1,,,,2.0,3.0,1.0,2.0,,,,3.0,17.0,,1.0,3.0,,1.0,80.0
7,"Hayes, Lenny",12,6,5,17,,1.0,,4.0,1.0,1.0,4.0,,2.0,,,5.0,12.0,,1.0,3.0,,,79.0
23,"Koschitzke, Justin",10,9,2,12,2,,1.0,1.0,,4.0,,1.0,1.0,,,5.0,7.0,2.0,1.0,1.0,,1.0,59.0
31,"Maguire, Matt",5,2,5,10,,,,1.0,2.0,2.0,,2.0,,1.0,,3.0,7.0,,,1.0,,,94.0
32,"McQualter, Andrew",5,1,,5,1,1.0,,1.0,,,1.0,2.0,,,,2.0,3.0,,1.0,,,,53.0
44,"Milne, Stephen",10,5,3,13,,2.0,,1.0,,3.0,,6.0,,1.0,,4.0,10.0,,3.0,,1.0,1.0,98.0
11,"Montagna, Leigh",17,5,7,24,,2.0,,7.0,1.0,7.0,2.0,4.0,1.0,1.0,3.0,9.0,15.0,,1.0,2.0,9.0,,80.0
29,"Rix, Michael",1,3,4,5,,,7.0,1.0,1.0,1.0,,2.0,,1.0,,2.0,3.0,,,3.0,,,59.0
4,"Thompson, Andrew",2,2,11,13,,,,6.0,,,1.0,1.0,,,,5.0,7.0,1.0,1.0,1.0,,,66.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,122,117,334,13,15.0,20.0,55.0,24.0,56.0,23.0,51.0,28.0,17.0,6.0,106.0,225.0,11.0,26.0,40.0,23.0,9.0,
Opposition,Opposition,167,80,145,312,9,8.0,23.0,44.0,38.0,33.0,21.0,59.0,17.0,28.0,,101.0,209.0,9.0,11.0,59.0,29.0,7.0,
