Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
32,"Dangerfield, Patrick",21y 47d,50 (25-0-25 50.00%),61 (1.22),←,
11,"Doughty, Michael",31y 290d,194 (114-0-80 58.76%),43 (0.22),←,
26,"Douglas, Richard",24y 105d,86 (44-0-42 51.16%),59 (0.69),←,
6,"Gunston, Jack",19y 218d,4 (2-0-2 50.00%),3 (0.75),←,
45,"Henderson, Ricky",22y 253d,20 (9-0-11 45.00%),18 (0.90),←,
24,"Jacobs, Sam",23y 42d,22 (9-0-13 40.91%),3 (0.14),5 (2-0-3 40.00%),
10,"Jaensch, Matthew",21y 246d,18 (8-0-10 44.44%),10 (0.56),←,
18,"Johncock, Graham",28y 213d,192 (107-0-85 55.73%),94 (0.49),←,
21,"Knights, Chris",24y 239d,83 (46-0-37 55.42%),63 (0.76),←,
35,"McKernan, Shaun",20y 263d,9 (4-0-5 44.44%),9 (1.00),←,
3,"Reilly, Brent",27y 191d,143 (78-0-65 54.55%),46 (0.32),←,
25,"Rutten, Ben",27y 359d,156 (91-0-65 58.33%),6 (0.04),←,
46,"Schmidt, Chris",22y 63d,18 (5-1-12 30.56%),1 (0.06),16 (5-0-11 31.25%),1 (0.06)
29,"Sellar, James",22y 59d,18 (11-0-7 61.11%),3 (0.17),←,
9,"Sloane, Rory",21y 66d,19 (10-0-9 52.63%),9 (0.47),←,
33,"Smith, Brodie",19y 128d,8 (3-0-5 37.50%),1 (0.13),←,
1,"Tambling, Richard",24y 252d,114 (44-3-67 39.91%),61 (0.54),6 (3-0-3 50.00%),
28,"Thompson, Luke",20y 103d,6 (2-0-4 33.33%),2 (0.33),←,
5,"Thompson, Scott",28y 69d,184 (103-0-81 55.98%),125 (0.68),145 (85-0-60 58.62%),108 (0.74)
4,"Tippett, Kurt",24y 14d,72 (36-0-36 50.00%),133 (1.85),←,
7,"van Berlo, Nathan",24y 350d,124 (72-0-52 58.06%),35 (0.28),←,
47,"Wright, Matthew",21y 159d,5 (2-0-3 40.00%),4 (0.80),←,
Totals,Totals,23y 269d,1545 (825-4-716 53.40%),789 (0.51),,
C,"Craig, Neil",55y 131d,158 (91-0-67 57.59%),,←,
