Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",22y 142d,57 (23-2-32 42.11%),18 (0.32),←,
46,"Begley, Colm",21y 218d,24 (8-2-14 37.50%),6 (0.25),←,
20,"Black, Simon",29y 2d,215 (130-3-82 61.16%),134 (0.62),←,
36,"Bradshaw, Daniel",29y 136d,184 (105-2-77 57.61%),374 (2.03),181 (102-2-77 56.91%),374 (2.07)
17,"Brennan, Jared",23y 252d,62 (30-2-30 50.00%),47 (0.76),←,
16,"Brown, Jonathan",26y 159d,142 (93-2-47 66.20%),277 (1.95),←,
19,"Charman, Jamie",25y 264d,108 (65-3-40 61.57%),47 (0.44),←,
30,"Copeland, Robert",26y 315d,132 (78-2-52 59.85%),35 (0.27),←,
18,"Corrie, Anthony",23y 288d,36 (15-0-21 41.67%),29 (0.81),←,
14,"Henderson, Lachie",18y 113d,2 (1-0-1 50.00%),2 (1.00),←,
33,"Hooper, Rhan",20y 87d,22 (9-1-12 43.18%),17 (0.77),←,
4,"Johnstone, Travis",27y 263d,163 (79-1-83 48.77%),111 (0.68),3 (1-0-2 33.33%),
44,"Lappin, Nigel",31y 289d,278 (161-6-111 58.99%),174 (0.63),217 (129-5-83 60.60%),134 (0.62)
23,"Leuenberger, Matthew",19y 303d,12 (6-1-5 54.17%),1 (0.08),←,
26,"Macdonald, Joel",23y 178d,44 (24-0-20 54.55%),6 (0.14),←,
21,"Merrett, Daniel",23y 115d,49 (19-2-28 40.82%),16 (0.33),←,
8,"Notting, Tim",29y 167d,181 (107-3-71 59.94%),128 (0.71),←,
24,"Patfull, Joel",23y 120d,39 (15-2-22 41.03%),16 (0.41),←,
6,"Power, Luke",28y 88d,198 (118-2-78 60.10%),186 (0.94),←,
2,"Proud, Albert",19y 212d,4 (1-0-3 25.00%),,←,
35,"Rischitelli, Michael",22y 88d,47 (19-2-26 42.55%),18 (0.38),←,
11,"Sherman, Justin",21y 70d,57 (21-2-34 38.60%),37 (0.65),←,
Totals,Totals,24y 159d,2056 (1127-40-889 54.82%),1679 (0.82),,
C,"Matthews, Leigh",56y 35d,442 (258-8-176 59.28%),,218 (133-3-82 61.70%),
