Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47,"Beams, Ben",12,4,2,14,3,,,1.0,1.0,6.0,2.0,,,1.0,,4.0,9.0,,1.0,,1.0,,
8,"Farmer, Jeff",7,6,3,10,2,2.0,,1.0,,4.0,,2.0,1.0,3.0,,6.0,4.0,2.0,3.0,,,,
20,"Febey, Matthew",7,1,8,15,,,,1.0,1.0,4.0,2.0,1.0,,,,5.0,12.0,,,,,,
21,"Febey, Steven",16,3,8,24,,,,1.0,4.0,5.0,3.0,2.0,,3.0,,7.0,18.0,,,2.0,,,
27,"Ingerson, Anthony",7,4,5,12,,,1.0,2.0,3.0,,1.0,3.0,1.0,,,4.0,7.0,,,,,,
36,"Leoncelli, Andrew",18,,4,22,,1.0,,2.0,1.0,4.0,8.0,1.0,1.0,2.0,,10.0,12.0,,,3.0,,,
45,"Longmuir, Troy",7,1,3,10,,1.0,,1.0,,1.0,2.0,2.0,1.0,1.0,,6.0,6.0,,,,,,
35,"McDonald, Anthony",3,,1,4,,1.0,,1.0,,1.0,1.0,,,,,3.0,1.0,,,,,,
23,"McDonald, James",8,2,4,12,,,,1.0,4.0,2.0,3.0,1.0,3.0,,,7.0,6.0,,,,1.0,,
9,"Neitz, David",3,3,3,6,,1.0,1.0,1.0,,2.0,,,,1.0,,3.0,2.0,2.0,,1.0,,,
44,"Nicholson, Alistair",3,,3,6,,,5.0,1.0,1.0,1.0,2.0,1.0,,,,2.0,4.0,,,,,,
43,"Rigoni, Guy",10,4,8,18,,1.0,,3.0,4.0,3.0,4.0,1.0,1.0,1.0,,9.0,10.0,1.0,,,,,
24,"Robertson, Russell",2,1,1,3,,,,1.0,,1.0,,1.0,,,,1.0,2.0,,,1.0,,,
5,"Schwarz, David",14,9,10,24,3,,1.0,,,5.0,3.0,3.0,,3.0,,10.0,13.0,2.0,2.0,3.0,1.0,,
10,"Seecamp, Marcus",4,1,2,6,,,,2.0,2.0,1.0,,,,1.0,,1.0,5.0,,,,,,
2,"Tingay, Stephen",12,1,3,15,,,,1.0,3.0,3.0,6.0,1.0,2.0,3.0,,8.0,5.0,1.0,,3.0,,,
12,"Viney, Todd",2,,1,3,,,,,1.0,,,1.0,,,,2.0,1.0,,,,,,
42,"Walsh, Peter",7,4,14,21,,,,,1.0,,3.0,1.0,1.0,,3.0,17.0,4.0,2.0,,3.0,1.0,,
26,"Ward, Daniel",4,2,5,9,,,,1.0,1.0,1.0,1.0,,,,,3.0,6.0,,,4.0,,,
34,"White, Jeff",6,3,7,13,1,,19.0,3.0,2.0,1.0,1.0,,2.0,1.0,,9.0,4.0,1.0,1.0,,,,
22,"Woewodin, Shane",7,4,4,11,,,,2.0,4.0,2.0,,1.0,1.0,2.0,,3.0,7.0,1.0,,2.0,,,
13,"Yze, Adem",15,2,3,18,1,1.0,,1.0,4.0,2.0,1.0,1.0,,,,5.0,9.0,,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,55,102,276,10,10.0,27.0,27.0,37.0,49.0,43.0,23.0,14.0,22.0,3.0,125.0,147.0,12.0,7.0,23.0,5.0,,
Opposition,Opposition,205,72,127,332,14,9.0,44.0,31.0,37.0,58.0,40.0,24.0,22.0,14.0,3.0,131.0,199.0,8.0,7.0,27.0,18.0,,
