Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Curley, Todd",6,4,3,9,2,,,,,,,,,,,,,,,,,,
14,"Darcy, Luke",7,2,4,11,1,,3.0,2.0,,,,,,2.0,,,,,,,,,
28,"Dimattina, Paul",8,3,8,16,,,,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Grant, Chris",13,8,2,15,1,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
37,"Hargraves, Daniel",7,4,1,8,1,,,,,,,,,,,,,,,,,,
10,"Hunter, Mark",7,2,5,12,,,,1.0,,,,,1.0,,,,,,,,,,
13,"Jakovich, Allen",5,4,1,6,1,3.0,,,,,,,,,,,,,,,,,
6,"Johnson, Brad",9,5,4,13,1,1.0,,1.0,,,,,,,,,,,,,,,
4,"Kellett, Nigel",17,3,2,19,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,
2,"Kolyniuk, Steven",2,2,4,6,,,,,,,,,,1.0,,,,,,,,,
35,"Kretiuk, Steven",7,2,6,13,,,,1.0,,,,,3.0,3.0,,,,,,,,,
39,"Liberatore, Tony",12,3,11,23,,1.0,,5.0,,,,,,1.0,,,,,,,,,
22,"Quill, Peter",9,1,4,13,1,,,1.0,,,,,,,,,,,,,,,
36,"Romero, Jose",7,3,11,18,,,,3.0,,,,,2.0,,,,,,,,,,
5,"Smith, Rohan",11,2,5,16,1,,,1.0,,,,,1.0,,,,,,,,,,
8,"Southern, Daniel",2,2,3,5,,,,1.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",10,6,8,18,,,,,,,,,,,,,,,,,,,
25,"Watts, Jason",2,1,2,4,1,,,,,,,,,,,,,,,,,,
7,"West, Scott",10,3,8,18,,,,,,,,,2.0,1.0,,,,,,,,,
45,"Wira, Brad",10,2,9,19,,,,,,,,,,,,,,,,,,,
15,"Wynd, Scott",,2,10,10,,,15.0,1.0,,,,,3.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,64,111,272,10,7.0,20.0,19.0,,,,,16.0,15.0,1.0,,,,,,,,
Opposition,Opposition,181,68,151,332,14,10.0,23.0,22.0,,,,,15.0,16.0,5.0,,,,,,,,
