Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",30y 52d,268 (147-2-119 55.22%),358 (1.34),76 (23-0-53 30.26%),96 (1.26)
11,"Bennell, Harley",21y 276d,59 (16-0-43 27.12%),75 (1.27),←,
36,"Broughton, Greg",27y 279d,100 (44-0-56 44.00%),19 (0.19),32 (15-0-17 46.88%),4 (0.13)
12,"Day, Sam",21y 302d,57 (19-0-38 33.33%),40 (0.70),←,
23,"Dixon, Charlie",23y 285d,46 (16-0-30 34.78%),50 (1.09),←,
33,"Hall, Aaron",23y 238d,42 (18-0-24 42.86%),42 (1.00),←,
5,"Harbrow, Jarrod",25y 352d,141 (63-1-77 45.04%),41 (0.29),71 (23-0-48 32.39%),20 (0.28)
28,"Kolodjashnij, Kade",18y 330d,13 (7-0-6 53.85%),4 (0.31),←,
40,"Lemmens, Sean",19y 245d,11 (8-0-3 72.73%),1 (0.09),←,
37,"Lonergan, Jesse",19y 233d,6 (3-0-3 50.00%),,←,
19,"Lynch, Tom",21y 247d,53 (17-0-36 32.08%),66 (1.25),←,
4,"Martin, Jack",19y 157d,4 (3-0-1 75.00%),2 (0.50),←,
17,"May, Steven",22y 176d,49 (17-0-32 34.69%),15 (0.31),←,
18,"McKenzie, Trent",22y 93d,72 (22-0-50 30.56%),19 (0.26),←,
1,"OMeara, Jaeger",20y 132d,37 (17-0-20 45.95%),23 (0.62),←,
10,"Prestia, Dion",21y 266d,66 (19-0-47 28.79%),20 (0.30),←,
35,"Rischitelli, Michael",28y 178d,172 (66-3-103 39.24%),75 (0.44),61 (17-0-44 27.87%),28 (0.46)
6,"Sexton, Alex",20y 214d,17 (6-0-11 35.29%),4 (0.24),←,
2,"Smith, Zac",24y 133d,52 (12-0-40 23.08%),29 (0.56),←,
25,"Stanley, Danny",26y 137d,73 (23-0-50 31.51%),35 (0.48),68 (22-0-46 32.35%),35 (0.51)
24,"Swallow, David",21y 228d,66 (20-0-46 30.30%),33 (0.50),←,
16,"Thompson, Rory",23y 115d,46 (16-0-30 34.78%),7 (0.15),←,
Totals,Totals,22y 362d,1450 (579-6-865 39.93%),958 (0.66),,
C,"McKenna, Guy",45y 55d,81 (23-0-58 28.40%),,←,
