Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",14,1,4,18,,,,3.0,,,,,1.0,1.0,,,,,,,,,
32,"Baldwin, Jason",20,3,5,25,,,,,,,,,2.0,1.0,,,,,,,,,
34,"Boyd, Brad",10,,6,16,,,1.0,5.0,,,,,1.0,5.0,,,,,,,,,
17,"Broderick, Paul",9,1,11,20,,,,2.0,,,,,1.0,,2.0,,,,,,,,
2,"Dundas, Matthew",12,2,5,17,5,1.0,,2.0,,,,,4.0,1.0,,,,,,,,,
18,"Dunstan, Michael",3,1,,3,1,,,,,,,,2.0,,,,,,,,,,
28,"Elliott, Jamie",12,2,2,14,,,,,,,,,2.0,1.0,,,,,,,,,
7,"Gale, Michael",10,4,11,21,1,,1.0,1.0,,,,,,2.0,,,,,,,,,
6,"Guard, Jeremy",2,1,2,4,,,,1.0,,,,,1.0,,,,,,,,,,
26,"Johnston, David",13,1,4,17,,,,2.0,,,,,6.0,1.0,,,,,,,,,
11,"Lynch, Alastair",12,7,4,16,5,2.0,2.0,1.0,,,,,1.0,3.0,,,,,,,,,
29,"Lyon, Ross",6,1,2,8,,,,3.0,,,,,1.0,1.0,,,,,,,,,
30,"Manson, James",4,1,,4,,,4.0,1.0,,,,,,4.0,,,,,,,,,
25,"McCarthy, John",14,6,3,17,2,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Paxman, Stephen",4,2,2,6,,,,3.0,,,,,2.0,,,,,,,,,,
1,"Roos, Paul",5,2,6,11,,,1.0,1.0,,,,,3.0,2.0,,,,,,,,,
3,"Seecamp, Marcus",10,1,3,13,,,,,,,,,1.0,1.0,,,,,,,,,
12,"Wheildon, Darren",4,1,3,7,,1.0,2.0,,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",13,,2,15,,,,4.0,,,,,3.0,3.0,3.0,,,,,,,,
16,"Zanotti, Mark",10,2,6,16,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,39,81,268,14,8.0,11.0,32.0,,,,,34.0,29.0,5.0,,,,,,,,
Opposition,Opposition,174,45,106,280,10,13.0,32.0,34.0,,,,,29.0,34.0,1.0,,,,,,,,
