Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",26y 220d,192 (129-1-62 67.45%),27 (0.14),←,
22,"Breust, Luke",23y 298d,89 (73-0-16 82.02%),169 (1.90),←,
9,"Burgoyne, Shaun",31y 319d,267 (182-1-84 68.35%),233 (0.87),110 (85-1-24 77.73%),62 (0.56)
18,"Ceglar, Jonathon",23y 203d,16 (13-0-3 81.25%),9 (0.56),←,
8,"Duryea, Taylor",23y 134d,39 (32-0-7 82.05%),5 (0.13),←,
6,"Gibson, Josh",30y 176d,163 (102-2-59 63.19%),2 (0.01),98 (73-1-24 75.00%),
19,"Gunston, Jack",22y 324d,77 (56-0-21 72.73%),159 (2.06),63 (51-0-12 80.95%),139 (2.21)
20,"Hale, David",30y 106d,217 (125-2-90 58.06%),202 (0.93),88 (69-0-19 78.41%),83 (0.94)
10,"Hill, Bradley",21y 58d,49 (41-0-8 83.67%),30 (0.61),←,
15,"Hodge, Luke",30y 82d,248 (143-1-104 57.86%),164 (0.66),←,
17,"Lake, Brian",32y 190d,227 (116-2-109 51.54%),34 (0.15),30 (26-0-4 86.67%),2 (0.07)
29,"Langford, Will",22y 64d,18 (14-0-4 77.78%),5 (0.28),←,
3,"Lewis, Jordan",28y 134d,215 (133-1-81 62.09%),124 (0.58),←,
5,"Mitchell, Sam",31y 328d,259 (154-1-104 59.65%),61 (0.24),←,
28,"Puopolo, Paul",26y 277d,86 (70-0-16 81.40%),68 (0.79),←,
2,"Roughead, Jarryd",27y 225d,205 (131-1-73 64.15%),430 (2.10),←,
12,"Sewell, Brad",30y 215d,200 (122-1-77 61.25%),32 (0.16),←,
26,"Shiels, Liam",23y 129d,100 (74-0-26 74.00%),30 (0.30),←,
32,"Simpkin, Jonathan",26y 312d,35 (28-0-7 80.00%),16 (0.46),31 (26-0-5 83.87%),15 (0.48)
16,"Smith, Isaac",25y 249d,84 (69-0-15 82.14%),77 (0.92),←,
27,"Spangher, Matthew",27y 135d,49 (27-0-22 55.10%),13 (0.27),17 (16-0-1 94.12%),2 (0.12)
24,"Stratton, Ben",25y 188d,90 (64-1-25 71.67%),1 (0.01),←,
Totals,Totals,26y 348d,2925 (1898-14-1013 64.89%),1891 (0.65),,
C,"Clarkson, Alastair",46y 131d,231 (142-1-88 61.69%),,←,
