North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",29y 61d,191 (103-1-87 54.19%),237 (1.24),←,
5,"Anderson, Stuart",23y 29d,55 (38-0-17 69.09%),19 (0.35),←,
11,"Archer, Glenn",24y 124d,112 (69-0-43 61.61%),78 (0.70),←,
26,"Bell, Peter",21y 147d,42 (26-0-16 61.90%),42 (1.00),40 (26-0-14 65.00%),40 (1.00)
12,"Blakey, John",31y 2d,241 (118-0-123 48.96%),72 (0.30),106 (66-0-40 62.26%),34 (0.32)
18,"Carey, Wayne",26y 60d,154 (91-0-63 59.09%),395 (2.56),←,
9,"Chandler, Brett",22y 15d,44 (10-0-34 22.73%),4 (0.09),16 (9-0-7 56.25%),2 (0.13)
27,"Crocker, Darren",30y 122d,154 (78-1-75 50.97%),110 (0.71),←,
17,"Freeborn, Glenn",24y 170d,43 (28-0-15 65.12%),20 (0.47),←,
34,"King, David",25y 141d,83 (53-0-30 63.86%),25 (0.30),←,
35,"Longmire, John",26y 207d,172 (87-1-84 50.87%),501 (2.91),←,
4,"Martyn, Mick",28y 329d,193 (107-1-85 55.70%),14 (0.07),←,
31,"McKernan, Corey",23y 219d,87 (58-0-29 66.67%),88 (1.01),←,
13,"Pike, Martin",24y 254d,76 (21-0-55 27.63%),43 (0.57),16 (9-0-7 56.25%),3 (0.19)
22,"Roberts, Mark",32y 28d,179 (89-0-90 49.72%),151 (0.84),102 (63-0-39 61.76%),132 (1.29)
2,"Schwass, Wayne",28y 241d,178 (97-0-81 54.49%),96 (0.54),←,
8,"Scott, Robert",28y 147d,198 (118-1-79 59.85%),206 (1.04),66 (43-0-23 65.15%),42 (0.64)
24,"Sholl, Craig",29y 208d,168 (96-0-72 57.14%),84 (0.50),←,
37,"Simpson, Adam",21y 160d,38 (28-0-10 73.68%),20 (0.53),←,
10,"Stevens, Anthony",26y 24d,148 (87-0-61 58.78%),74 (0.50),←,
38,"Stevens, Danny",20y 258d,2 (1-0-1 50.00%),1 (0.50),←,
Totals,Totals,26y 36d,2558 (1403-5-1150 54.85%),2280 (0.89),,
C,"Pagan, Denis",49y 305d,112 (71-0-41 63.39%),,←,
