North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",20y 353d,61 (31-0-30 50.82%),7 (0.11),←,
3,"Bastinac, Ryan",22y 71d,79 (42-0-37 53.16%),42 (0.53),←,
35,"Black, Aaron",22y 276d,22 (12-0-10 54.55%),37 (1.68),←,
10,"Cunnington, Ben",22y 63d,74 (37-0-37 50.00%),29 (0.39),←,
15,"Delaney, Luke",24y 69d,26 (14-0-12 53.85%),1 (0.04),←,
11,"Firrito, Michael",29y 278d,210 (103-2-105 49.52%),28 (0.13),←,
27,"Garner, Taylor",19y 236d,2 (1-0-1 50.00%),,←,
43,"Gibson, Sam",27y 97d,35 (20-0-15 57.14%),14 (0.40),←,
22,"Goldstein, Todd",25y 62d,101 (51-1-49 50.99%),49 (0.49),←,
6,"Hansen, Lachlan",25y 15d,99 (48-1-50 48.99%),75 (0.76),←,
29,"Harvey, Brent",35y 110d,362 (195-3-164 54.28%),429 (1.19),←,
5,"Jacobs, Ben",21y 235d,33 (8-0-25 24.24%),7 (0.21),7 (3-0-4 42.86%),2 (0.29)
34,"Macmillan, Jamie",21y 343d,58 (32-0-26 55.17%),25 (0.43),←,
2,"McKenzie, Brad",20y 95d,12 (6-0-6 50.00%),1 (0.08),←,
41,"Mullett, Aaron",21y 190d,31 (16-0-15 51.61%),16 (0.52),←,
20,"Petrie, Drew",30y 321d,244 (117-3-124 48.57%),309 (1.27),←,
28,"Sierakowski, Will",23y 37d,7 (5-0-2 71.43%),1 (0.14),←,
25,"Tarrant, Robbie",24y 129d,38 (19-0-19 50.00%),40 (1.05),←,
12,"Thomas, Lindsay",25y 185d,130 (60-2-68 46.92%),204 (1.57),←,
8,"Wells, Daniel",28y 210d,212 (107-2-103 50.94%),141 (0.67),←,
19,"Wright, Sam",23y 48d,69 (34-0-35 49.28%),52 (0.75),←,
7,"Ziebell, Jack",22y 185d,80 (37-0-43 46.25%),39 (0.49),←,
Totals,Totals,24y 164d,1985 (995-14-976 50.13%),1546 (0.78),,
C,"Scott, Brad",37y 121d,89 (45-0-44 50.56%),,←,
