Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
19,"Beveridge, Luke",23y 355d,58 (35-0-23 60.34%),58 (1.00),16 (11-0-5 68.75%),17 (1.06)
18,"Cameron, Leon",21y 345d,80 (43-1-36 54.38%),34 (0.43),←,
16,"Croft, Matthew",21y 168d,19 (11-0-8 57.89%),16 (0.84),←,
40,"Darcy, Luke",19y 32d,1 (1-0-0 100.00%),,←,
3,"Grant, Chris",21y 243d,95 (53-1-41 56.32%),208 (2.19),←,
1,"Grgic, Ilija",22y 161d,28 (17-0-11 60.71%),46 (1.64),←,
7,"Hawkins, Doug",34y 100d,326 (142-4-180 44.17%),215 (0.66),←,
10,"Hunter, Mark",28y 344d,107 (52-2-53 49.53%),8 (0.07),←,
33,"Johnson, Brad",18y 26d,4 (3-0-1 75.00%),3 (0.75),←,
12,"Koster, Kym",21y 193d,18 (10-0-8 55.56%),6 (0.33),←,
35,"Kretiuk, Steven",22y 40d,36 (23-0-13 63.89%),8 (0.22),←,
39,"Liberatore, Tony",28y 183d,123 (70-1-52 57.32%),65 (0.53),←,
27,"Macpherson, Stephen",29y 254d,176 (89-3-84 51.42%),150 (0.85),←,
44,"Osborne, Richard",30y 58d,216 (90-0-126 41.67%),477 (2.21),13 (9-0-4 69.23%),27 (2.08)
22,"Quill, Peter",24y 355d,29 (17-0-12 58.62%),11 (0.38),←,
2,"Reynolds, Keenan",25y 218d,69 (39-0-30 56.52%),30 (0.43),←,
8,"Southern, Daniel",19y 224d,19 (11-0-8 57.89%),3 (0.16),←,
17,"Standfield, Barry",24y 181d,69 (40-0-29 57.97%),30 (0.43),←,
24,"Wallis, Stephen",29y 290d,223 (120-2-101 54.26%),53 (0.24),←,
25,"Watts, Jason",23y 15d,18 (10-0-8 55.56%),2 (0.11),←,
14,"West, Scott",19y 272d,35 (20-0-15 57.14%),26 (0.74),←,
Totals,Totals,24y 124d,1749 (896-14-839 51.23%),1449 (0.83),,
C,"Joyce, Alan",51y 296d,110 (77-0-33 70.00%),,17 (10-0-7 58.82%),
