West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
26,"Ball, Jason",24y 149d,57 (37-0-20 64.91%),86 (1.51),←,
6,"Banfield, Drew",23y 51d,82 (55-0-27 67.07%),28 (0.34),←,
35,"Cousins, Ben",18y 293d,24 (18-0-6 75.00%),38 (1.58),←,
19,"Gardiner, Michael",17y 288d,1 (1-0-0 100.00%),1 (1.00),←,
7,"Gehrig, Fraser",21y 47d,44 (28-0-16 63.64%),33 (0.75),←,
14,"Grgic, Ilija",25y 45d,66 (35-1-30 53.79%),96 (1.45),4 (3-0-1 75.00%),4 (1.00)
1,"Heady, Brett",27y 105d,123 (81-2-40 66.67%),195 (1.59),←,
2,"Kemp, Dean",28y 61d,158 (108-2-48 68.99%),88 (0.56),←,
28,"Lewis, Chris",28y 33d,186 (117-2-67 63.44%),224 (1.20),←,
5,"Lovell, Andy",26y 265d,148 (78-1-69 53.04%),160 (1.08),27 (19-0-8 70.37%),14 (0.52)
33,"Matera, Phillip",21y 143d,8 (5-0-3 62.50%),17 (2.13),←,
17,"McKenna, Guy",27y 343d,197 (129-1-67 65.74%),25 (0.13),←,
42,"Morrison, Chad",19y 21d,22 (16-0-6 72.73%),26 (1.18),←,
21,"Schofield, Jarrad",22y 79d,30 (22-0-8 73.33%),24 (0.80),←,
22,"Stone, Nicholas",24y 212d,1 (1-0-0 100.00%),,←,
4,"Sumich, Peter",29y 98d,140 (93-2-45 67.14%),491 (3.51),←,
16,"Symmons, Paul",23y 229d,43 (27-0-16 62.79%),8 (0.19),←,
50,"Turnbull, Ryan",25y 208d,76 (52-0-24 68.42%),19 (0.25),←,
12,"White, Mitchell",24y 22d,100 (65-1-34 65.50%),50 (0.50),←,
44,"Wirrpanda, David",17y 259d,7 (5-0-2 71.43%),5 (0.71),←,
24,"Worsfold, John",28y 206d,180 (116-2-62 65.00%),35 (0.19),←,
Totals,Totals,24y 11d,1693 (1089-14-590 64.32%),1649 (0.97),,
C,"Malthouse, Mick",43y 245d,311 (188-4-119 61.09%),,176 (121-2-53 69.32%),
