Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Cripps, Patrick",16,2,15,31,,,,7.0,,4.0,10.0,5.0,5.0,1.0,3.0,22.0,8.0,1.0,,2.0,,,91.0
30,"Curnow, Charlie",2,1,1,3,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,20.0
35,"Curnow, Ed",7,4,4,11,1,,,2.0,,3.0,2.0,5.0,,3.0,,4.0,9.0,,1.0,2.0,,2.0,84.0
2,"Dow, Paddy",14,3,9,23,1,,,3.0,,2.0,5.0,6.0,1.0,1.0,,11.0,10.0,,1.0,1.0,,,74.0
32,"Fasolo, Alex",5,2,4,9,1,,,5.0,,1.0,,4.0,1.0,2.0,,3.0,5.0,,1.0,1.0,,,77.0
25,"Fisher, Zac",8,2,10,18,,,,3.0,1.0,5.0,2.0,2.0,,,,11.0,9.0,,,1.0,,,85.0
21,"Garlett, Jarrod",7,2,6,13,,,,3.0,3.0,,,5.0,,2.0,,5.0,8.0,,,2.0,,,64.0
40,"Gibbons, Michael",11,2,5,16,,1.0,,6.0,2.0,3.0,,6.0,1.0,3.0,,8.0,8.0,,,1.0,,,85.0
14,"Jones, Liam",9,3,,9,,,,2.0,9.0,,,2.0,1.0,1.0,,5.0,4.0,1.0,,10.0,,,100.0
11,"McGovern, Mitch",8,5,1,9,2,,,2.0,,4.0,,1.0,2.0,,,3.0,6.0,,2.0,4.0,,1.0,89.0
10,"McKay, Harry",8,5,3,11,2,,3.0,2.0,,2.0,,2.0,1.0,1.0,,7.0,3.0,5.0,1.0,2.0,,1.0,88.0
3,"Murphy, Marc",14,3,12,26,,1.0,,1.0,2.0,2.0,1.0,6.0,2.0,1.0,,8.0,15.0,,,1.0,,,83.0
24,"Newman, Nic",15,2,5,20,,,,2.0,8.0,3.0,,1.0,,1.0,,5.0,11.0,1.0,,3.0,,,88.0
5,"Petrevski-Seton, Sam",13,6,8,21,1,,,2.0,3.0,2.0,2.0,3.0,,2.0,,10.0,11.0,,,1.0,,,79.0
34,"Phillips, Andrew",8,2,7,15,,,27.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,,7.0,4.0,2.0,,1.0,,,88.0
20,"Plowman, Lachie",10,,6,16,,,,3.0,4.0,,2.0,4.0,1.0,,,10.0,4.0,,,6.0,,,99.0
29,"Polson, Cameron",9,,4,13,1,1.0,,2.0,,4.0,1.0,4.0,,1.0,,5.0,6.0,,,1.0,,2.0,73.0
43,"Setterfield, Will",5,2,7,12,1,,,4.0,1.0,1.0,2.0,2.0,1.0,,,3.0,9.0,,1.0,,,,88.0
6,"Simpson, Kade",12,2,7,19,1,,,1.0,3.0,1.0,1.0,3.0,2.0,,,10.0,6.0,,,2.0,,1.0,88.0
39,"Thomas, Dale",12,3,4,16,,,,5.0,4.0,6.0,,1.0,3.0,1.0,,6.0,8.0,,,2.0,,,77.0
18,"Walsh, Sam",16,4,9,25,,,,1.0,4.0,3.0,2.0,5.0,1.0,1.0,,13.0,12.0,,,1.0,,,85.0
23,"Weitering, Jacob",10,6,1,11,,,,1.0,7.0,1.0,,1.0,,,,5.0,6.0,2.0,,10.0,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,61,128,347,11,6.0,30.0,61.0,53.0,52.0,34.0,73.0,26.0,24.0,3.0,162.0,163.0,13.0,8.0,54.0,,8.0,
Opposition,Opposition,252,93,188,440,13,10.0,57.0,72.0,40.0,69.0,55.0,68.0,24.0,26.0,3.0,174.0,255.0,9.0,13.0,59.0,5.0,9.0,
