St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",11,2,19,30,,,,8.0,4.0,1.0,6.0,6.0,1.0,3.0,,11.0,19.0,,,1.0,2.0,1.0,79.0
27,"Blake, Jason",7,1,2,9,,,,3.0,3.0,,,2.0,2.0,1.0,,4.0,7.0,,,6.0,,,92.0
43,"Curren, Tom",14,5,6,20,1,2.0,,2.0,2.0,6.0,5.0,1.0,1.0,,,9.0,12.0,,,,3.0,,86.0
26,"Dal Santo, Nick",12,1,7,19,,,3.0,3.0,2.0,,3.0,1.0,,,,3.0,16.0,,,,1.0,,82.0
24,"Dempster, Sean",12,9,8,20,,,,1.0,2.0,1.0,,1.0,,,,8.0,13.0,3.0,,4.0,,,83.0
14,"Geary, Jarryn",14,10,9,23,,,,3.0,5.0,1.0,1.0,3.0,2.0,,,13.0,13.0,2.0,,4.0,4.0,,86.0
19,"Gilbert, Sam",5,5,10,15,,,,2.0,2.0,1.0,,3.0,,1.0,,6.0,8.0,1.0,,7.0,,,88.0
1,"Hickey, Tom",5,6,6,11,1,,20.0,,1.0,,1.0,1.0,,1.0,,3.0,8.0,1.0,1.0,1.0,,,86.0
4,"Jones, Clinton",10,1,8,18,,,,2.0,1.0,2.0,5.0,4.0,,1.0,,7.0,12.0,,,2.0,,,92.0
9,"Lee, Tom",3,2,3,6,1,,2.0,,,2.0,1.0,1.0,,,,4.0,2.0,1.0,1.0,1.0,,,92.0
5 ↓,"McEvoy, Ben",,1,2,2,,,8.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,59.0
44 ↑,"Milne, Stephen",5,2,1,6,,2.0,,,,3.0,,,1.0,,,3.0,4.0,,1.0,,1.0,1.0,32.0
41,"Minchington, Darren",4,4,5,9,1,,,2.0,1.0,,1.0,,,,,4.0,4.0,1.0,,,,,79.0
11,"Montagna, Leigh",16,4,16,32,,1.0,,4.0,4.0,4.0,4.0,8.0,,3.0,,7.0,24.0,1.0,1.0,,,2.0,88.0
16,"Newnes, Jack",14,6,4,18,,,,4.0,4.0,4.0,1.0,5.0,1.0,1.0,,3.0,15.0,,,,,1.0,90.0
22,"Ray, Farren",13,6,7,20,,,,,3.0,2.0,1.0,,1.0,,,7.0,12.0,3.0,,2.0,3.0,,90.0
12,"Riewoldt, Nick",10,8,12,22,2,3.0,2.0,2.0,,3.0,,3.0,1.0,,,12.0,12.0,3.0,3.0,,,1.0,97.0
17,"Roberton, Dylan",13,7,7,20,,,1.0,,5.0,1.0,,3.0,,1.0,,3.0,12.0,,,3.0,6.0,,87.0
6,"Ross, Sebastian",3,1,11,14,,,,2.0,1.0,,,2.0,2.0,,,7.0,8.0,,1.0,,,1.0,80.0
35,"Saunders, Josh",2,1,5,7,,,,1.0,,1.0,1.0,1.0,,,,3.0,4.0,,,1.0,,,84.0
13,"Schneider, Adam",9,4,12,21,,,,3.0,1.0,2.0,1.0,4.0,,1.0,,6.0,15.0,,,2.0,,,71.0
3,"Steven, Jack",17,5,18,35,2,2.0,,2.0,,7.0,6.0,2.0,1.0,,2.0,10.0,26.0,,1.0,,4.0,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,91,178,377,8,11.0,36.0,46.0,41.0,41.0,38.0,51.0,13.0,13.0,2.0,134.0,247.0,16.0,9.0,34.0,24.0,7.0,
Opposition,Opposition,212,85,177,389,18,10.0,52.0,57.0,29.0,63.0,39.0,51.0,13.0,13.0,4.0,141.0,241.0,11.0,19.0,51.0,9.0,15.0,
