West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",8,6,3,11,3,1.0,,,,,,,1.0,3.0,,,,,,,,,
6,"Banfield, Drew",9,5,11,20,,,,2.0,,,,,,1.0,,,,,,,,,
35,"Cousins, Ben",6,,5,11,2,,,,,,,,,,,,,,,,,,
29,"Donnelly, Andrew",9,5,6,15,1,,,,,,,,1.0,2.0,,,,,,,,,
22,"Downsborough, Ian",10,5,4,14,1,,6.0,1.0,,,,,,,,,,,,,,,
18,"Evans, Tony",7,1,5,12,1,,,2.0,,,,,,1.0,,,,,,,,,
7,"Gehrig, Fraser",7,7,5,12,,,1.0,1.0,,,,,1.0,,,,,,,,,,
36,"Hart, David",10,1,4,14,,,,,,,,,1.0,1.0,,,,,,,,,
27,"Jakovich, Glen",16,4,7,23,,1.0,4.0,1.0,,,,,,1.0,,,,,,,,,
2,"Kemp, Dean",9,2,6,15,,,,1.0,,,,,3.0,,,,,,,,,,
5,"Lovell, Andy",8,3,2,10,,,,3.0,,,,,,,,,,,,,,,
9,"Lyle, Brayden",5,1,1,6,,,,2.0,,,,,,,,,,,,,,,
3,"Mainwaring, Chris",19,10,8,27,2,,,2.0,,,,,,2.0,2.0,,,,,,,,
30,"Matera, Peter",11,4,6,17,,,,2.0,,,,,3.0,1.0,,,,,,,,,
11,"McIntosh, Ashley",4,4,3,7,,,,,,,,,,1.0,,,,,,,,,
17,"McKenna, Guy",11,5,9,20,,,,2.0,,,,,1.0,1.0,3.0,,,,,,,,
42,"Morrison, Chad",6,2,5,11,1,2.0,,3.0,,,,,,,,,,,,,,,
21,"Schofield, Jarrad",18,4,6,24,1,,,2.0,,,,,,1.0,,,,,,,,,
16,"Symmons, Paul",7,4,10,17,,,,1.0,,,,,,,,,,,,,,,
12,"White, Mitchell",11,5,5,16,1,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
44,"Wirrpanda, David",4,2,2,6,1,,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,80,113,308,14,6.0,11.0,27.0,,,,,13.0,17.0,5.0,,,,,,,,
Opposition,Opposition,208,91,106,314,8,8.0,20.0,29.0,,,,,17.0,13.0,1.0,,,,,,,,
