Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",21y 221d,37 (25-1-11 68.92%),6 (0.16),←,
21,"Akermanis, Jason",32y 81d,299 (180-6-113 61.20%),391 (1.31),51 (29-2-20 58.82%),84 (1.65)
5,"Boyd, Matthew",26y 262d,123 (59-2-62 48.78%),40 (0.33),←,
17,"Cooney, Adam",23y 228d,118 (59-2-57 50.85%),117 (0.99),←,
4,"Cross, Daniel",26y 47d,118 (56-3-59 48.73%),20 (0.17),←,
10,"Eagleton, Nathan",30y 187d,244 (113-5-126 47.34%),205 (0.84),188 (87-3-98 47.07%),160 (0.85)
3,"Everitt, Andrejs",20y 64d,21 (12-1-8 59.52%),4 (0.19),←,
13,"Giansiracusa, Daniel",27y 66d,158 (69-4-85 44.94%),159 (1.01),←,
9,"Gilbee, Lindsay",27y 312d,148 (71-2-75 48.65%),87 (0.59),←,
16,"Griffen, Ryan",22y 293d,83 (48-1-34 58.43%),41 (0.49),←,
8,"Hahn, Mitch",28y 6d,145 (67-2-76 46.90%),120 (0.83),←,
40,"Harbrow, Jarrod",20y 302d,31 (16-1-14 53.23%),19 (0.61),←,
20,"Hill, Josh",20y 117d,27 (17-1-9 64.81%),27 (1.00),←,
15,"Hudson, Ben",30y 81d,86 (53-1-32 62.21%),8 (0.09),31 (21-1-9 69.35%),2 (0.06)
6,"Johnson, Brad",32y 302d,332 (158-7-167 48.64%),524 (1.58),←,
36,"Lake, Brian",27y 78d,130 (59-2-69 46.15%),14 (0.11),←,
27,"Minson, Will",24y 35d,74 (43-1-30 58.78%),37 (0.50),←,
38,"Morris, Dale",26y 138d,95 (54-2-39 57.89%),2 (0.02),←,
2,"Murphy, Robert",26y 341d,155 (65-4-86 43.23%),133 (0.86),←,
42,"Picken, Liam",22y 288d,7 (4-0-3 57.14%),1 (0.14),←,
28,"Welsh, Scott",30y 160d,191 (113-1-77 59.42%),346 (1.81),26 (17-1-8 67.31%),46 (1.77)
12,"Williams, Tom",22y 303d,26 (15-1-10 59.62%),1 (0.04),←,
Totals,Totals,25y 360d,2648 (1356-50-1242 51.21%),2302 (0.87),,
C,"Eade, Rodney",51y 42d,253 (136-4-113 54.55%),,101 (55-2-44 55.45%),
